"タブ名","第1層イニシャル","第1層","第1層説明","編集用シート","第2層","第2層説明","第2層メモ","第3層","UID","第4層","メモ","H28対応項目","H28の記述","査読への返答","A","B","C","D","E","F","G","H","I","情報チーム"
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","JkxnuZA","腫瘍に対する支持療法を説明できる。患者に対する緩和ケアを説明できる","編集あり(校正者)","E-03-03-na-06,E-03-03-na-07","","","","","技能158とあわせて「がん治療と同時に行われる支持療法・緩和ケア、およびそれにおける患者・家族の心理を説明できる」","","腫瘍に特化した問題ではないので、別の総論に統合し、これは割愛","","","","",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","全身に及ぶ生理的変化、病態、診断、治療","","","腫瘍","JkxnuZE","腫瘍性疾患患者が直面する社会的・精神的な課題を説明できる","身体的状況は症候に含まれる(校正者)","E-03-04-na-03","","","","","253と統合して、「腫瘍性疾患患者に見られる身体症状（発熱・食欲低下・体重減少・貧血・リンパ節腫脹・サルコペニアなど）、社会的・精神的課題を説明できる」","","腫瘍に特化した問題ではないので、別の総論に統合し、これは割愛。ＡＬＳなどの神経疾患にも同様の項目が別立てで必要になる。","","","","",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","全身に及ぶ生理的変化、病態、診断、治療","","","免疫・アレルギー","JkxnuZI","免疫血清学検査の原理と検査結果の臨床的意義を説明できる","自己抗体はだいぶ狭い内容です。免疫血清学検査としました。（YM）(校正者)","E-04-01-na-01","","","","","","","","","","","",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","全身に及ぶ生理的変化、病態、診断、治療","","","免疫・アレルギー","JkxnuZM","ショック","症候をまとめるかセルに入れるか統一した方が良いと思います。（KY）","E-04-02-na-01","","","","","312で扱われている","","","","","277-286の症候で分ける必要があるでしょうか","",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","全身に及ぶ生理的変化、病態、診断、治療","","","免疫・アレルギー","JkxnuZQ","発熱","","E-04-02-na-02","","","","","技能案件","","","","","","",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","全身に及ぶ生理的変化、病態、診断、治療","","","免疫・アレルギー","JkxnuZU","全身倦怠感","","E-04-02-na-03","","","","","技能案件","","","","","","",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","全身に及ぶ生理的変化、病態、診断、治療","","","免疫・アレルギー","JkxnuZY","皮疹","（そもそもチームにも提案したいのですが）発疹は一過性の皮疹の総称ですから、皮疹とされてはいかがでしょうか。(校正者)","E-04-02-na-04","","","","","皮疹と発疹とどちらにするか。いずれにしても132で扱えばいいのでは？","","","","","","",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","全身に及ぶ生理的変化、病態、診断、治療","","","免疫・アレルギー","JkxnuZc","リンパ節腫脹","","E-04-02-na-06","","","","","技能案件","","","","","","",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","全身に及ぶ生理的変化、病態、診断、治療","","","免疫・アレルギー","JkxnuZg","浮腫","","E-04-02-na-07","","","","","技能案件","","","","","","",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","全身に及ぶ生理的変化、病態、診断、治療","","","免疫・アレルギー","JkxnuZk","呼吸困難","息切れ削除","E-04-02-na-08","","","","","技能案件","","","","","","",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","全身に及ぶ生理的変化、病態、診断、治療","","","免疫・アレルギー","JkxnuZo","咳・痰","","E-04-02-na-09","","","","","技能案件","","","","","","",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","全身に及ぶ生理的変化、病態、診断、治療","","","免疫・アレルギー","JkxnuZs","血尿","（そもそもチームの作業で「血尿」のみとなりました。","E-04-02-na-10","","","","","技能案件","","","","","","",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","全身に及ぶ生理的変化、病態、診断、治療","","","免疫・アレルギー","JkxnuZw","関節痛・関節腫脹","","E-04-02-na-11","","","","","技能案件","","","","","","",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","全身に及ぶ生理的変化、病態、診断、治療","","","免疫・アレルギー","JkxnuZ0","膠原病、血管炎、リウマチ性疾患、アレルギー性疾患、自己免疫疾患の概念を区別して理解し、それぞれに含まれる疾患を列挙できる。またこれらに使用する治療薬について説明できる。","総論的な内容ですが、これでいかがでしょうか。　アナフィラキシーショックのことや最近の分子標的治療薬のことを踏まえると、総論的な免疫系作用薬の学習は必要かと思いますがいかがでしょうか。(校正者)","E-04-03-01-01,E-04-03-01-02,E-04-03-01-03","","治療総論を加えることに賛成です","","","治療薬まで１つの項目に含めると、項目としてややチャンクが大きすぎて、カリキュラムの策定に落とし込みにくいです。「主な免疫系作用薬の作用機序と適応を説明できる」を別立てとしては。","","","","","288以降に治療が含まれるのでそこまでは言及不要ではないでしょうか","",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","全身に及ぶ生理的変化、病態、診断、治療","","","免疫・アレルギー","JkxnuZ4","関節リウマチの病態生理、症候、診断、治療とリハビリテーションを説明でき、節外症状を説明できる。","卒業時の到達目標ですからリストアップされる疾患名は必然的に増えるかと思われます。関節リウマチとその他と別立てにしてみました。(校正者)","E-04-03-02-01,E-04-03-02-02","","","","","「関節リウマチの病態生理、症状・症候（節外症状含む）、診断、治療とリハビリテーションを説明できる。」","","","","","","",""
"知識","PS","専門知識に基づいた問題解決能力","医学および関連する学問分野の知識を身に付け、根拠に基づいた医療を基盤に、経験も踏まえながら、患者の抱える問題を解決する。","https://docs.google.com/spreadsheets/d/1_dpJDDXgF1pyxYlRlAoirtS53T2RviSHOLJ-FJedxOU/edit?usp=sharing","全身に及ぶ生理的変化、病態、診断、治療","","","免疫・アレルギー","JkxnuZ8","他のリウマチ性疾患（強直性脊椎炎・反応性関節炎・乾癬性関節炎・掌蹠膿疱症性関節炎・結晶誘発性関節炎・変形性関節症・リウマチ性多発筋痛症・線維筋痛症・IgG4関連疾患・再発性多発軟骨炎・リウマチ熱）の病態生理、症候、診断、治療とリハビリテーションを説明でき、節外症状を説明できる。","新設,卒業時の到達目標ですからリストアップされる疾患名は必然的に増えるかと思われます。関節リウマチとその他と別立てにしてみました。(校正者)","","","コアとして必要なもののみの記載？","","","「〜、症状・症候（節外症状含む）、」","","","","","","",""
