"タブ名","第1層イニシャル","第1層","第1層説明","編集用シート","第2層","第2層説明","第2層メモ","第3層","第4層","メモ","UID","H28対応項目"
"生涯","LL","生涯にわたって共に学ぶ姿勢","絶えず省察し、他の医師・医療者と共に研鑽しながら、安全で質の高い医療を実践するために生涯にわたって自律的に学び続け、また積極的に教育に関わっていく。","https://docs.google.com/spreadsheets/d/1oWwRdRS8d1au_yEB-Gb1NlMyNs2VjjhN6PjlEP_9KlQ/edit#gid=1891435","医療の質と患者安全","医療の質と患者安全の観点で自己の行動を省察し、組織改善と患者中心の視点を獲得する","","医療の質","削除：品質改善の手法を用いて医療を改善する重要性を理解し、繰り返し評価する姿勢を身に着ける。","新規","JkxoFEA",""
"生涯","LL","生涯にわたって共に学ぶ姿勢","絶えず省察し、他の医師・医療者と共に研鑽しながら、安全で質の高い医療を実践するために生涯にわたって自律的に学び続け、また積極的に教育に関わっていく。","https://docs.google.com/spreadsheets/d/1oWwRdRS8d1au_yEB-Gb1NlMyNs2VjjhN6PjlEP_9KlQ/edit#gid=1891435","医療の質と患者安全","医療の質と患者安全の観点で自己の行動を省察し、組織改善と患者中心の視点を獲得する","","医療従事者の健康管理","削除：医療従事者の健康管理（生活習慣改善、予防接種、被ばく低減策）、職業感染対策を実践できる。","睡眠、過重労働、生活習慣とリスク","JkxoFEE","A-06-03-na-01"
"生涯","LL","生涯にわたって共に学ぶ姿勢","絶えず省察し、他の医師・医療者と共に研鑽しながら、安全で質の高い医療を実践するために生涯にわたって自律的に学び続け、また積極的に教育に関わっていく。","https://docs.google.com/spreadsheets/d/1oWwRdRS8d1au_yEB-Gb1NlMyNs2VjjhN6PjlEP_9KlQ/edit#gid=1891435","医療の質と患者安全","医療の質と患者安全の観点で自己の行動を省察し、組織改善と患者中心の視点を獲得する","","医療従事者の健康管理","削除:標準予防策〈standard precautions〉の必要性を説明し、実践できる。","患者ケアと重複する→削除？安全の項目として重視するのであればむしろこちらを残す？","JkxoFEI","A-06-03-na-02"
"生涯","LL","生涯にわたって共に学ぶ姿勢","絶えず省察し、他の医師・医療者と共に研鑽しながら、安全で質の高い医療を実践するために生涯にわたって自律的に学び続け、また積極的に教育に関わっていく。","https://docs.google.com/spreadsheets/d/1oWwRdRS8d1au_yEB-Gb1NlMyNs2VjjhN6PjlEP_9KlQ/edit#gid=1891435","医療の質と患者安全","医療の質と患者安全の観点で自己の行動を省察し、組織改善と患者中心の視点を獲得する","","医療従事者の健康管理","削除:自身を含む医療者の労働環境の改善の必要性を理解し、実際の医療現場における問題点を指摘することができる。","長時間労働の医師の健康管理","JkxoFEM","A-06-03-na-05"
"生涯","LL","生涯にわたって共に学ぶ姿勢","絶えず省察し、他の医師・医療者と共に研鑽しながら、安全で質の高い医療を実践するために生涯にわたって自律的に学び続け、また積極的に教育に関わっていく。","https://docs.google.com/spreadsheets/d/1oWwRdRS8d1au_yEB-Gb1NlMyNs2VjjhN6PjlEP_9KlQ/edit#gid=1891435","医療の質と患者安全","医療の質と患者安全の観点で自己の行動を省察し、組織改善と患者中心の視点を獲得する","","医療の質向上","品質改善の手法を用いて医療を改善する重要性を理解し、繰り返し評価する姿勢を身に着ける。","新規","JkxoFEA",""
"生涯","LL","生涯にわたって共に学ぶ姿勢","絶えず省察し、他の医師・医療者と共に研鑽しながら、安全で質の高い医療を実践するために生涯にわたって自律的に学び続け、また積極的に教育に関わっていく。","https://docs.google.com/spreadsheets/d/1oWwRdRS8d1au_yEB-Gb1NlMyNs2VjjhN6PjlEP_9KlQ/edit#gid=1891435","医療の質と患者安全","医療の質と患者安全の観点で自己の行動を省察し、組織改善と患者中心の視点を獲得する","","医療従事者の健康管理","医療従事者の健康管理（生活習慣改善、予防接種、被ばく低減策）、職業感染対策（結核スクリーニング、ワクチン接種）を実践できる。","睡眠、過重労働、生活習慣とリスク","JkxoFEE","A-06-03-na-01、A-06-03-na-04"
"生涯","LL","生涯にわたって共に学ぶ姿勢","絶えず省察し、他の医師・医療者と共に研鑽しながら、安全で質の高い医療を実践するために生涯にわたって自律的に学び続け、また積極的に教育に関わっていく。","https://docs.google.com/spreadsheets/d/1oWwRdRS8d1au_yEB-Gb1NlMyNs2VjjhN6PjlEP_9KlQ/edit#gid=1891435","医療の質と患者安全","医療の質と患者安全の観点で自己の行動を省察し、組織改善と患者中心の視点を獲得する","","医療従事者の健康管理","自身を含む医療者の労働環境の改善の必要性を理解し、実際の医療現場において改善に努めることができる。","長時間労働の医師の健康管理,自身を含む医療者の労働環境の改善の必要性を説明できる。から改変","JkxoFEM","A-06-03-na-05"
"生涯","LL","生涯にわたって共に学ぶ姿勢","絶えず省察し、他の医師・医療者と共に研鑽しながら、安全で質の高い医療を実践するために生涯にわたって自律的に学び続け、また積極的に教育に関わっていく。","https://docs.google.com/spreadsheets/d/1oWwRdRS8d1au_yEB-Gb1NlMyNs2VjjhN6PjlEP_9KlQ/edit#gid=1891435","医療の質と患者安全","医療の質と患者安全の観点で自己の行動を省察し、組織改善と患者中心の視点を獲得する","","安全管理体制","患者安全のための管理体制と各々の役割（リスクマネージャー、医療安全管理委員会等）を説明できる","","JkxoFD4","A-06-01-na-06"
"生涯","LL","生涯にわたって共に学ぶ姿勢","絶えず省察し、他の医師・医療者と共に研鑽しながら、安全で質の高い医療を実践するために生涯にわたって自律的に学び続け、また積極的に教育に関わっていく。","https://docs.google.com/spreadsheets/d/1oWwRdRS8d1au_yEB-Gb1NlMyNs2VjjhN6PjlEP_9KlQ/edit#gid=1891435","医療の質と患者安全","医療の質と患者安全の観点で自己の行動を省察し、組織改善と患者中心の視点を獲得する","","安全管理体制","医療過誤に関連した刑事・民事責任や医師法に基づく行政処分を説明できる。","","JlBpVX0","A-06-02-na-03"
"生涯","LL","生涯にわたって共に学ぶ姿勢","絶えず省察し、他の医師・医療者と共に研鑽しながら、安全で質の高い医療を実践するために生涯にわたって自律的に学び続け、また積極的に教育に関わっていく。","https://docs.google.com/spreadsheets/d/1oWwRdRS8d1au_yEB-Gb1NlMyNs2VjjhN6PjlEP_9KlQ/edit#gid=1891435","医療の質と患者安全","医療の質と患者安全の観点で自己の行動を省察し、組織改善と患者中心の視点を獲得する","","感染制御","医療関連感染症の原因と対策（院内感染対策委員会、院内感染サーベイランス、院内感染対策チーム(infection control team <ICT>)、感染対策マニュアル等)を理解し、積極的に参加できる。","ICTはこのままでよいか、Information and Communication Technology","JkxoFD8","A-06-01-na-07"
"生涯","LL","生涯にわたって共に学ぶ姿勢","絶えず省察し、他の医師・医療者と共に研鑽しながら、安全で質の高い医療を実践するために生涯にわたって自律的に学び続け、また積極的に教育に関わっていく。","https://docs.google.com/spreadsheets/d/1oWwRdRS8d1au_yEB-Gb1NlMyNs2VjjhN6PjlEP_9KlQ/edit#gid=1891435","医療の質と患者安全","医療の質と患者安全の観点で自己の行動を省察し、組織改善と患者中心の視点を獲得する","","感染制御","標準予防策〈standard precautions〉の必要性を説明し、実践できる。","患者ケアと重複する→削除？安全の項目として重視するのであればむしろこちらを残す？","JkxoFEI","A-06-03-na-02"
"生涯","LL","生涯にわたって共に学ぶ姿勢","絶えず省察し、他の医師・医療者と共に研鑽しながら、安全で質の高い医療を実践するために生涯にわたって自律的に学び続け、また積極的に教育に関わっていく。","https://docs.google.com/spreadsheets/d/1oWwRdRS8d1au_yEB-Gb1NlMyNs2VjjhN6PjlEP_9KlQ/edit#gid=1891435","医療の質と患者安全","医療の質と患者安全の観点で自己の行動を省察し、組織改善と患者中心の視点を獲得する","","感染制御","針刺切創、体液暴露等に遭遇した際、適切に対処できる。","文言を変更","JlBpVX4","A-06-03-na-04"
"生涯","LL","生涯にわたって共に学ぶ姿勢","絶えず省察し、他の医師・医療者と共に研鑽しながら、安全で質の高い医療を実践するために生涯にわたって自律的に学び続け、また積極的に教育に関わっていく。","https://docs.google.com/spreadsheets/d/1oWwRdRS8d1au_yEB-Gb1NlMyNs2VjjhN6PjlEP_9KlQ/edit#gid=1891435","医療の質と患者安全","医療の質と患者安全の観点で自己の行動を省察し、組織改善と患者中心の視点を獲得する","","患者安全の配慮と促進","基本的予防策（患者確認、ダブルチェック、チェックリスト法、類似名称薬への注意喚起、フェイルセイフ・フールプルーフの考え方等）を説明し、実践できる。","患者確認を追加、類似名称薬への注意喚起と表現の変更","JlBpVX8","A-06-02-na-04"
