"","第1層","第2層","第3層","第4層"
362,"専門知識に基づいた問題解決能力","人体各器官の正常構造と機能、病態、診断、治療","循環器系","主な徐脈性不整脈（洞不全症候群（sick sinus症候群）、房室ブロック）、上室性頻脈性不整脈（洞性頻脈、上室性期外収縮、心房細動、心房粗動、発作性上室性頻拍症）、心室性頻脈性不整脈（心室性期外収縮、心室頻拍、多源性心室頻拍（トルサード・ド・ポワント(torsades de pointes)、心室細動）、致死性不整脈の原因、症候、心電図の特徴、治療を説明できる"
363,"専門知識に基づいた問題解決能力","人体各器官の正常構造と機能、病態、診断、治療","循環器系","不整脈の原因となる疾患や病態（電解質異常、QT延長症候群、薬剤、甲状腺機能亢進症、Wolff-Parkinson-White <WPW>症候群、Brugada症候群等）を説明できる。"
364,"専門知識に基づいた問題解決能力","人体各器官の正常構造と機能、病態、診断、治療","循環器系","不整脈の薬物療法、非薬物療法（カテーテルアブレーション、電気的除細動、ペースメーカー植え込み、植え込み型除細動器）を概説できる。"
365,"専門知識に基づいた問題解決能力","人体各器官の正常構造と機能、病態、診断、治療","循環器系","主な弁膜症（僧帽弁疾患、大動脈弁疾患）の病因、病態生理、症候と診断を説明し、治療を説明できる。"
366,"専門知識に基づいた問題解決能力","人体各器官の正常構造と機能、病態、診断、治療","循環器系","心肥大、特発性心筋症（肥大型心筋症、拡張型心筋症、拘束型心筋症）と二次性心筋疾患、心タンポナーデの病態、症候、診断、治療を説明できる"
367,"専門知識に基づいた問題解決能力","人体各器官の正常構造と機能、病態、診断、治療","循環器系","主な心臓腫瘍（粘液腫など）の病態、症候、診断、治療を説明できる。"
368,"専門知識に基づいた問題解決能力","人体各器官の正常構造と機能、病態、診断、治療","循環器系","主な先天性心疾患（心房中隔欠損症、心室中隔欠損症、動脈管開存、Fallot四徴症）の病態生理、症候と診断を説明し、治療を概説できる。"
369,"専門知識に基づいた問題解決能力","人体各器官の正常構造と機能、病態、診断、治療","循環器系","動脈硬化の危険因子、病態、非侵襲的検査法を説明できる。"
370,"専門知識に基づいた問題解決能力","人体各器官の正常構造と機能、病態、診断、治療","循環器系","急性大動脈解離、大動脈瘤（破裂）、閉塞性動脈硬化症とBuerger病、高安動脈炎（大動脈炎症候群）病態、症候、診断、治療を説明できる"
371,"専門知識に基づいた問題解決能力","人体各器官の正常構造と機能、病態、診断、治療","循環器系","深部静脈血栓症(deep vein thrombosis <DVT>)、血栓性静脈炎、下肢静脈瘤、リンパ浮腫の病因、症候、合併症、治療を説明できる。"
372,"専門知識に基づいた問題解決能力","人体各器官の正常構造と機能、病態、診断、治療","循環器系","本態性高血圧症、二次性高血圧症の病因（内分泌性、腎血管性、薬剤性）の疫学、診断、合併症、予後、治療を説明できる。"
373,"専門知識に基づいた問題解決能力","人体各器官の正常構造と機能、病態、診断、治療","循環器系","各種降圧薬の作用機序、適応、禁忌、副作用を説明できる。"
374,"専門知識に基づいた問題解決能力","人体各器官の正常構造と機能、病態、診断、治療","循環器系","高血圧緊急症の病態と対応を説明できる。"
375,"専門知識に基づいた問題解決能力","人体各器官の正常構造と機能、病態、診断、治療","循環器系","他疾患（脳血管疾患、心疾患、腎疾患、糖尿病）を合併する場合の血圧管理を説明できる。"
376,"専門知識に基づいた問題解決能力","人体各器官の正常構造と機能、病態、診断、治療","循環器系","高齢者の高血圧の特徴と治療の注意点を説明できる。"
377,"専門知識に基づいた問題解決能力","人体各器官の正常構造と機能、病態、診断、治療","循環器系","低血圧の原因疾患、病態生理、症候、診断、予後、治療を説明できる。"
378,"専門知識に基づいた問題解決能力","人体各器官の正常構造と機能、病態、診断、治療","循環器系","起立性低血圧、神経調節性失神の診断、予後、治療を説明できる。"
379,"専門知識に基づいた問題解決能力","人体各器官の正常構造と機能、病態、診断、治療","循環器系","粘液腫の定義と病態、症候、検査所見、画像所見、病理所見、診断、治療法を説明できる。"
380,"専門知識に基づいた問題解決能力","人体各器官の正常構造と機能、病態、診断、治療","循環器系","感染性心内膜炎、リスク因子、感染経路、病態生理、原因微生物、症候、診断と治療を説明できる。
急性心筋炎、急性心膜炎、収縮性心膜炎の病態（感染性の場合には感染経路と原因微生物を含む）、症候、診断と治療を説明できる。"
381,"専門知識に基づいた問題解決能力","人体各器官の正常構造と機能、病態、診断、治療","呼吸器系","気道の構造、肺葉・肺区域と肺門の構造、縦隔と胸膜腔の構造、肺循環と体循環の違いを説明できる。"
382,"専門知識に基づいた問題解決能力","人体各器官の正常構造と機能、病態、診断、治療","呼吸器系","呼吸筋と呼吸運動の機序、肺気量分画、換気、死腔（換気力学（胸腔内圧、肺コンプライアンス、抵抗、クロージングボリューム(closing volume)））を説明できる。"
383,"専門知識に基づいた問題解決能力","人体各器官の正常構造と機能、病態、診断、治療","呼吸器系","肺胞におけるガス交換と血流の関係、肺の換気と血流（換気血流比）が動脈血ガスにおよぼす影響（肺胞気-動脈血酸素分圧較差(alveolar-arterial oxygen difference <A-aDO2>)）、血液による酸素 と二酸化炭素 の運搬の仕組みを説明できる。"
384,"専門知識に基づいた問題解決能力","人体各器官の正常構造と機能、病態、診断、治療","呼吸器系","呼吸中枢を介する呼吸調節の機序を説明できる。"
385,"専門知識に基づいた問題解決能力","人体各器官の正常構造と機能、病態、診断、治療","呼吸器系","気道と肺の防御機構（免疫学的・非免疫学的）と代謝機能を説明できる。"
386,"専門知識に基づいた問題解決能力","人体各器官の正常構造と機能、病態、診断、治療","呼吸器系","単純エックス線撮影、コンピュータ断層撮影<CT>、磁気共鳴画像法<MRI>、及び核医学検査（ポジトロン断層法(positron emission tomography <PET>)検査を含む）等の画像検査の意義を説明できる。"
