H28ID,削除コメント,タブ名,学修項目,記述,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,第4層,山脇コメント,削除担当,行き先
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,総合的に患者・生活者をみる姿勢/全人的な視点とアプローチ/生物・心理・社会的な問題への包括的な視点
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,総合的に患者・生活者をみる姿勢/全人的な視点とアプローチ/患者中心の医療
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,総合的に患者・生活者をみる姿勢/全人的な視点とアプローチ/根拠に基づいた医療<EBM>
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,総合的に患者・生活者をみる姿勢/全人的な視点とアプローチ/行動科学
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,総合的に患者・生活者をみる姿勢/全人的な視点とアプローチ/緩和ケア
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,総合的に患者・生活者をみる姿勢/地域の視点とアプローチ/プライマリ・ケアにおける基本概念
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,総合的に患者・生活者をみる姿勢/地域の視点とアプローチ/プライマリ・ケアにおける基本概念
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,総合的に患者・生活者をみる姿勢/地域の視点とアプローチ/地域におけるプライマリ・ケア
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,総合的に患者・生活者をみる姿勢/地域の視点とアプローチ/地域におけるプライマリ・ケア
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,総合的に患者・生活者をみる姿勢/地域の視点とアプローチ/地域におけるプライマリ・ケア
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,総合的に患者・生活者をみる姿勢/地域の視点とアプローチ/医療資源に応じたプライマリ・ケア
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,総合的に患者・生活者をみる姿勢/人生の視点とアプローチ/壮年期・老年期
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,総合的に患者・生活者をみる姿勢/社会の視点とアプローチ/医学的・文化的・社会的文脈における健康
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,生涯にわたって共に学ぶ姿勢/医療者教育/医療者教育の実践
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,生涯にわたって共に学ぶ姿勢/医療者教育/医療者教育の実践
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,生涯にわたって共に学ぶ姿勢/医療者教育/医療者教育の実践
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,科学的探究/リサーチマインド/能動的姿勢 
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,科学的探究/リサーチマインド/能動的姿勢
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,科学的探究/リサーチマインド/探究心
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,科学的探究/既知の知/医学と医療
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,科学的探究/既知の知/論文読解
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,科学的探究/研究の実施/研究結果
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,科学的探究/研究の発信/研究発表
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,専門知識に基づいた問題解決能力/基礎医学/生命現象の科学
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,専門知識に基づいた問題解決能力/基礎医学/個体の構成と機能
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,専門知識に基づいた問題解決能力/基礎医学/個体の構成と機能
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,専門知識に基づいた問題解決能力/基礎医学/個体の構成と機能
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,専門知識に基づいた問題解決能力/基礎医学/個体の構成と機能
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,専門知識に基づいた問題解決能力/基礎医学/個体の反応
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,専門知識に基づいた問題解決能力/基礎医学/個体の反応
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,専門知識に基づいた問題解決能力/基礎医学/個体の反応
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,専門知識に基づいた問題解決能力/基礎医学/個体の反応
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,専門知識に基づいた問題解決能力/基礎医学/個体の反応
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,専門知識に基づいた問題解決能力/基礎医学/個体の反応
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,専門知識に基づいた問題解決能力/基礎医学/個体の反応
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,専門知識に基づいた問題解決能力/基礎医学/個体の反応
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,専門知識に基づいた問題解決能力/基礎医学/個体の反応
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,専門知識に基づいた問題解決能力/基礎医学/個体の反応
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,専門知識に基づいた問題解決能力/基礎医学/個体の反応
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,専門知識に基づいた問題解決能力/基礎医学/個体の反応
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,専門知識に基づいた問題解決能力/基礎医学/個体の反応
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,専門知識に基づいた問題解決能力/基礎医学/病因と病態
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,専門知識に基づいた問題解決能力/基礎医学/病因と病態
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,専門知識に基づいた問題解決能力/人体各器官の正常構造と機能、病態、診断、治療/生殖機能
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,専門知識に基づいた問題解決能力/人体各器官の正常構造と機能、病態、診断、治療/小児
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,専門知識に基づいた問題解決能力/人体各器官の正常構造と機能、病態、診断、治療/小児
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,専門知識に基づいた問題解決能力/人体各器官の正常構造と機能、病態、診断、治療/小児
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,専門知識に基づいた問題解決能力/人体各器官の正常構造と機能、病態、診断、治療/小児
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,専門知識に基づいた問題解決能力/人体各器官の正常構造と機能、病態、診断、治療/乳房
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,専門知識に基づいた問題解決能力/人体各器官の正常構造と機能、病態、診断、治療/内分泌・栄養・代謝系
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,専門知識に基づいた問題解決能力/人体各器官の正常構造と機能、病態、診断、治療/眼・視覚系
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,専門知識に基づいた問題解決能力/人体各器官の正常構造と機能、病態、診断、治療/精神系
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,専門知識に基づいた問題解決能力/全身に及ぶ生理的変化、病態、診断、治療/感染症
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,専門知識に基づいた問題解決能力/全身に及ぶ生理的変化、病態、診断、治療/感染症
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,専門知識に基づいた問題解決能力/全身に及ぶ生理的変化、病態、診断、治療/感染症
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,専門知識に基づいた問題解決能力/全身に及ぶ生理的変化、病態、診断、治療/感染症
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,専門知識に基づいた問題解決能力/全身に及ぶ生理的変化、病態、診断、治療/感染症
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,専門知識に基づいた問題解決能力/全身に及ぶ生理的変化、病態、診断、治療/腫瘍
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,専門知識に基づいた問題解決能力/全身に及ぶ生理的変化、病態、診断、治療/腫瘍
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,専門知識に基づいた問題解決能力/全身に及ぶ生理的変化、病態、診断、治療/腫瘍
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,専門知識に基づいた問題解決能力/全身に及ぶ生理的変化、病態、診断、治療/腫瘍
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,専門知識に基づいた問題解決能力/全身に及ぶ生理的変化、病態、診断、治療/免疫・アレルギー
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,専門知識に基づいた問題解決能力/全身に及ぶ生理的変化、病態、診断、治療/免疫・アレルギー
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,専門知識に基づいた問題解決能力/全身に及ぶ生理的変化、病態、診断、治療/免疫・アレルギー
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,情報・科学技術を活かす能力/情報・科学技術に向き合うための倫理観とルール/情報・科学技術に向き合うための準備
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,情報・科学技術を活かす能力/情報・科学技術に向き合うための倫理観とルール/情報・科学技術に向き合うための準備
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,情報・科学技術を活かす能力/情報・科学技術に向き合うための倫理観とルール/情報・科学技術に向き合うための準備
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,情報・科学技術を活かす能力/情報・科学技術に向き合うための倫理観とルール/情報・科学技術利用にあたっての倫理観とルール
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,情報・科学技術を活かす能力/医療とそれを取り巻く社会に必要な情報・科学技術の原理/情報・科学技術を活用した医療
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,情報・科学技術を活かす能力/医療とそれを取り巻く社会に必要な情報・科学技術の原理/情報・科学技術を活用した医療
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,情報・科学技術を活かす能力/医療とそれを取り巻く社会に必要な情報・科学技術の原理/情報・科学技術の先端知識
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,情報・科学技術を活かす能力/医療とそれを取り巻く社会に必要な情報・科学技術の原理/情報・科学技術の先端知識
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,情報・科学技術を活かす能力/診療現場における情報・科学技術の活用/情報・科学技術を活用したコミュニケーションスキル
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,情報・科学技術を活かす能力/診療現場における情報・科学技術の活用/情報・科学技術を活用した学習スキル
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,情報・科学技術を活かす能力/診療現場における情報・科学技術の活用/情報・科学技術を活用した学習スキル
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,患者ケアのための診療技能/患者情報の統合、分析と評価、診療計画/カルテ記載
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,患者ケアのための診療技能/患者情報の統合、分析と評価、診療計画/治療(計画・経過の評価)
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,患者ケアのための診療技能/患者情報の統合、分析と評価、診療計画/教育計画
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,患者ケアのための診療技能/診療経過の振り返りと改善/振り返りカンファレンス
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,患者ケアのための診療技能/診療経過の振り返りと改善/振り返りカンファレンス
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,患者ケアのための診療技能/医療の質と患者安全/医療の質向上
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,コミュニケーション能力/患者に接する言葉遣い・態度・身だしなみ・配慮/患者・家族への適切なコミュニケーションスキルの活用
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,コミュニケーション能力/患者に接する言葉遣い・態度・身だしなみ・配慮/患者・家族への適切なコミュニケーションスキルの活用
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,コミュニケーション能力/患者や家族のニーズの把握と配慮/患者や家族の視点から、心理・社会的背景に配慮した診療を行うことができる
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,多職種連携能力/連携の基盤/患者中心の保健医療福祉
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,多職種連携能力/連携の基盤/職種間コミュニケーション
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,多職種連携能力/連携の基盤/医師間の紹介と相談
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,多職種連携能力/連携の基盤/医師間の紹介と相談
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,多職種連携能力/協働実践/職種役割
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,多職種連携能力/協働実践/職種役割
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,多職種連携能力/協働実践/関係性への働きかけ
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,多職種連携能力/協働実践/自職種の省察
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,社会における医療の役割の理解/社会保障/公衆衛生
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,社会における医療の役割の理解/社会保障/公衆衛生
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,社会における医療の役割の理解/社会保障/公衆衛生
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,社会における医療の役割の理解/社会保障/社会保険、公的扶助、社会福祉
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,社会における医療の役割の理解/社会保障/社会保険、公的扶助、社会福祉
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,社会における医療の役割の理解/社会保障/健康危機管理
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,社会における医療の役割の理解/疫学・医学統計/疫学
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,社会における医療の役割の理解/疫学・医学統計/疫学
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,社会における医療の役割の理解/疫学・医学統計/疫学
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,社会における医療の役割の理解/疫学・医学統計/データ解析と統計手法
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,社会における医療の役割の理解/社会の構造や変化から捉える医療/社会格差と医療
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,社会における医療の役割の理解/社会の構造や変化から捉える医療/ジェンダーと医療
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,社会における医療の役割の理解/社会の構造や変化から捉える医療/気候変動と医療
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,社会における医療の役割の理解/社会の構造や変化から捉える医療/気候変動と医療
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,社会における医療の役割の理解/社会の構造や変化から捉える医療/気候変動と医療
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,社会における医療の役割の理解/社会の構造や変化から捉える医療/歴史と医学・医療
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,社会における医療の役割の理解/社会の構造や変化から捉える医療/医療経済
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,社会における医療の役割の理解/国内外の視点から捉える医療/国内の医療職の役割や医療体制
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,社会における医療の役割の理解/国内外の視点から捉える医療/国内の医療職の役割や医療体制
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,社会における医療の役割の理解/国内外の視点から捉える医療/グルーバルヘルスの役割や医療体制
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,[別表]基本的臨床手技
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,[別表]基本的臨床手技
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,[別表]主要な臨床・画像検査
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,[別表]主要な臨床・画像検査
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,[別表]主要な臨床・画像検査
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,[別表]主要な臨床検査
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,[別表]主要な臨床検査
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,[別表]主要な臨床検査
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,[別表]知識
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,[別表]知識
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,[別表]知識
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,[別表]知識
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,[別表]知識
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,[別表]知識
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,[別表]知識
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,[別表]知識
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,[別表]知識
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,[別表]知識
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,[別表]知識
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,[別表]知識
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,[別表]知識
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,[別表]知識
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,[別表]知識
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,[別表]知識
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,[別表]知識
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,[別表]知識
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,[別表]知識
,,生涯,,,,,,,,,,,,,,,,,,,生涯にわたって共に学ぶ姿勢,[別表]知識
