"番号","章番号","章","大項目番号","大項目","中項目番号","中項目","小項目番号","小項目","再掲","備考","Ａ","Ｂ","Ｃ","削除","KW計","H17","H21","H25","H30","患者調査による頻度"
"556","Ⅴ","心臓・脈管","７","血圧異常","Ｃ","高血圧緊急症","中","高血圧緊急症","","","4","0","1","0","0","","","","","0"
"557","Ⅴ","心臓・脈管","７","血圧異常","Ｄ","起立性低血圧","中","起立性低血圧","","Shy-Drager症候群","3","2","1","0","10","5","1","1","3","10"
"558","Ⅴ","心臓・脈管","８","脈管疾患","Ａ","大動脈疾患","①","胸部大動脈瘤","560を参照","","5","0","0","0","4","1","1","","2","9"
"559","Ⅴ","心臓・脈管","８","脈管疾患","Ａ","大動脈疾患","②","腹部大動脈瘤","","Leriche症候群","5","0","0","0","3","1","1","","1","15"
"560","Ⅴ","心臓・脈管","８","脈管疾患","Ａ","大動脈疾患","③","胸腹部大動脈瘤","558を参照","","5","0","0","0","0","","","","","1"
"561","Ⅴ","心臓・脈管","８","脈管疾患","Ａ","大動脈疾患","④","大動脈解離","","DeBakey分類、Stanford分類","5","0","0","0","34","3","6","15","10","18"
"562","Ⅴ","心臓・脈管","８","脈管疾患","Ａ","大動脈疾患","⑤","高安動脈炎<大動脈炎症候群>","1340","","2","3","0","0","2","","1","1","","3"
"563","Ⅴ","心臓・脈管","８","脈管疾患","Ａ","大動脈疾患","⑥","Marfan症候群","1294","大動脈弁輪拡張症、Bentall手術","0","5","1","0","16","6","3","6","1","0"
"564","Ⅴ","心臓・脈管","８","脈管疾患","Ｂ","末梢動脈疾患","①","閉塞性動脈硬化症","","","3","2","0","0","9","3","","5","1","0"
"565","Ⅴ","心臓・脈管","８","脈管疾患","Ｂ","末梢動脈疾患","②","Buerger病","","","1","4","1","0","1","1","","","","5"
"566","Ⅴ","心臓・脈管","８","脈管疾患","Ｂ","末梢動脈疾患","③","Raynaud症候群","","","2","2","1","0","5","1","2","1","1","0"
"567","Ⅴ","心臓・脈管","８","脈管疾患","Ｂ","末梢動脈疾患","④","急性動脈閉塞症","","挫滅<圧挫>症候群<crush
syndrome>","5","1","0","0","2","","","","2","0"
"568","Ⅴ","心臓・脈管","８","脈管疾患","Ｃ","静脈疾患","①","深部静脈血栓症[deep vein
thrombosis<DVT>]","","肺血栓塞栓症","3","1","1","0","20","4","1","9","6","0"
"569","Ⅴ","心臓・脈管","８","脈管疾患","Ｃ","静脈疾患","②","Budd-Chiari症候群","636","","0","2","3","0","0","","","","","0"
"570","Ⅴ","心臓・脈管","８","脈管疾患","Ｄ","リンパ管疾患","①","リンパ浮腫","","","2","2","1","0","0","","","","","4"
"571","Ⅵ","消化器","１","食道疾患","Ａ","機能異常","①","食道アカラシア","","","0","5","1","0","4","1","1","1","1","2"
"572","Ⅵ","消化器","１","食道疾患","Ｂ","炎症、感染症","①","胃食道逆流症<GERD>","","Barrett上皮、Barrett食道","5","1","0","0","18","2","7","6","3","313"
"573","Ⅵ","消化器","１","食道疾患","Ｂ","炎症、感染症","②","逆流性食道炎、非びらん性胃食道逆流症<NERD>","","","5","0","0","0","0","","","","","4"
"574","Ⅵ","消化器","１","食道疾患","Ｃ","腫瘍","①","食道癌","","","6","0","0","0","16","3","4","6","3","0"
"575","Ⅵ","消化器","１","食道疾患","Ｄ","血管病変","①","食道静脈瘤","","胃静脈瘤","4","2","0","0","12","4","4","3","1","2"
"576","Ⅵ","消化器","１","食道疾患","Ｅ","損傷、外傷","①","Mallory-Weiss症候群","","","3","1","1","0","4","","1","2","1","1"
"577","Ⅵ","消化器","１","食道疾患","Ｅ","損傷、外傷","②","食道穿孔・破裂","","Boerrhaave症候群","0","3","3","0","3","2","","1","","0"
"578","Ⅵ","消化器","２","胃・十二指腸疾患","Ａ","形態異常","①","上腸間膜動脈性十二指腸閉塞症<上腸間膜動脈症候群>","","","2","3","1","0","0","","","","","0"
"579","Ⅵ","消化器","２","胃・十二指腸疾患","Ｂ","機能異常","①","機能性ディスペプシア<FD>","","","5","0","1","0","3","","","2","1","10"
"580","Ⅵ","消化器","２","胃・十二指腸疾患","Ｂ","機能異常","②","胃切除後症候群","","ダンピング症候群","4","2","0","0","10","1","3","5","1","0"
"581","Ⅵ","消化器","２","胃・十二指腸疾患","Ｃ","炎症、感染症","①","急性胃炎、急性胃粘膜病変","","","5","0","0","0","0","","","","","25"
"582","Ⅵ","消化器","２","胃・十二指腸疾患","Ｃ","炎症、感染症","②","慢性胃炎","","萎縮性胃炎、自己免疫性胃炎 (A型胃炎）","5","0","0","0","2","","1","1","","527"
"582.5","Ⅵ","消化器","","","","","KW","消化管出血","","","0","0","0","0","26","8","3","9","6","0"
"583","Ⅵ","消化器","２","胃・十二指腸疾患","Ｃ","炎症、感染症","③","消化性潰瘍(胃潰瘍、十二指腸潰瘍）","","","5","0","0","0","27","8","3","14","2","225"
"584","Ⅵ","消化器","２","胃・十二指腸疾患","Ｃ","炎症、感染症","④","ヘリコバクター・ピロリ感染症","1426","","6","0","0","0","11","2","1","5","3","0"
"585","Ⅵ","消化器","２","胃・十二指腸疾患","Ｃ","炎症、感染症","⑤","胃アニサキス症","","","3","1","1","0","1","","","","1","0"
"586","Ⅵ","消化器","２","胃・十二指腸疾患","Ｄ","腫瘍","①","胃ポリープ","","胃底腺ポリープ、過形成性ポリープ","3","1","1","0","8","","","4","4","17"
"587","Ⅵ","消化器","２","胃・十二指腸疾患","Ｄ","腫瘍","","胃腺腫","","","0","3","3","0","3","1","","2","","0"
"588","Ⅵ","消化器","２","胃・十二指腸疾患","Ｄ","腫瘍","","胃癌","","スキルス型胃癌","6","0","0","0","29","3","10","10","6","195"
"589","Ⅵ","消化器","２","胃・十二指腸疾患","Ｄ","腫瘍","","十二指腸腫瘍","","十二指腸腺腫・癌、十二指腸乳頭部腫瘍","1","3","2","0","3","","1","1","1","14"
"590","Ⅵ","消化器","３","小腸・結腸疾患","Ａ","機能異常","","吸収不良症候群","","短腸症候群","2","3","1","0","5","1","2","","2","0"
"591","Ⅵ","消化器","３","小腸・結腸疾患","Ａ","機能異常","","便秘症","","","4","2","0","0","3","","","2","1","5"
"592","Ⅵ","消化器","３","小腸・結腸疾患","Ａ","機能異常","","過敏性腸症候群","","","6","0","0","0","6","2","1","3","","59"
"593","Ⅵ","消化器","３","小腸・結腸疾患","Ｂ","炎症、感染症","","感染性腸炎","","感染性胃腸炎、感染性大腸炎","6","0","0","0","12","5","","6","1","22"
"594","Ⅵ","消化器","３","小腸・結腸疾患","Ｂ","炎症、感染症","","虫垂炎","","McBurney圧痛点、Lanz圧痛点","6","0","0","0","14","3","","6","5","6"
"595","Ⅵ","消化器","３","小腸・結腸疾患","Ｂ","炎症、感染症","","薬物性腸炎","","偽膜性腸炎、出血性腸炎","3","1","2","0","12","2","1","8","1","0"
"596","Ⅵ","消化器","３","小腸・結腸疾患","Ｂ","炎症、感染症","","放射線性腸炎","","","1","2","3","0","0","","","","","1"
"597","Ⅵ","消化器","３","小腸・結腸疾患","Ｂ","炎症、感染症","","Crohn病","","","4","2","0","0","14","6","3","5","","23"
"598","Ⅵ","消化器","３","小腸・結腸疾患","Ｂ","炎症、感染症","","潰瘍性大腸炎","","","4","2","0","0","12","3","4","4","1","90"
"599","Ⅵ","消化器","３","小腸・結腸疾患","Ｂ","炎症、感染症","","腸結核","","","0","1","5","0","1","1","","","","0"
"600","Ⅵ","消化器","３","小腸・結腸疾患","Ｃ","腫瘍","","小腸癌","","","0","1","1","4","0","","","","","5"
"601","Ⅵ","消化器","３","小腸・結腸疾患","Ｃ","腫瘍","","大腸ポリープ、大腸腺腫","","","3","1","1","0","4","","1","3","","114"
"602","Ⅵ","消化器","３","小腸・結腸疾患","Ｃ","腫瘍","","結腸癌","","","6","0","0","0","32","7","6","12","7","196"
"603","Ⅵ","消化器","３","小腸・結腸疾患","Ｄ","血管病変","","虚血性大腸炎","","","4","1","1","0","16","3","4","7","2","6"
"604","Ⅵ","消化器","３","小腸・結腸疾患","Ｄ","血管病変","","血管形成異常
<angiodysplasia>","","","0","0","5","0","0","","","","","0"
"605","Ⅵ","消化器","４","直腸・肛門疾患","Ａ","形態異常","","直腸脱","","","0","3","2","0","2","","2","","","3"
"606","Ⅵ","消化器","４","直腸・肛門疾患","Ｂ","炎症、感染症","","肛門周囲膿瘍、痔瘻","","","5","1","0","0","7","3","1","1","2","13"
"607","Ⅵ","消化器","４","直腸・肛門疾患","Ｃ","腫瘍","","直腸癌","","","6","0","0","0","0","","","","","93"
"608","Ⅵ","消化器","４","直腸・肛門疾患","Ｃ","腫瘍","","肛門癌、肛門管癌","","","0","4","2","0","1","","1","","","1"
"609","Ⅵ","消化器","４","直腸・肛門疾患","Ｄ","血管病変","","痔核","","","4","2","0","0","5","2","1","1","1","95"
"610","Ⅵ","消化器","４","直腸・肛門疾患","Ｅ","損傷、外傷","","裂肛","","","2","3","1","0","1","","","1","","9"
"611","Ⅵ","消化器","５","消化管共通疾患","Ａ","炎症、感染症","","抗血小板薬による粘膜障害","","","0","3","2","0","0","","","","","0"
"612","Ⅵ","消化器","５","消化管共通疾患","Ａ","炎症、感染症","","消化管アレルギー、好酸球性胃腸炎、好酸球性食道炎","","","0","3","2","1","0","","","","","0"
"613","Ⅵ","消化器","５","消化管共通疾患","Ａ","炎症、感染症","","消化管Behçet","","","1","2","3","0","0","","","","","0"
"614","Ⅵ","消化器","５","消化管共通疾患","Ｂ","腫瘍","","消化管神経内分泌腫瘍","","消化管カルチノイド
[Neuroendocrine tumor <NET>]","0","1","5","0","0","","","","","0"
"615","Ⅵ","消化器","５","消化管共通疾患","Ｂ","腫瘍","","悪性リンパ腫","359, 465, 779,
986, 433","粘膜関連リンパ組織<MALT>リンパ腫","1","4","1","0","14","5","4","3","2","0"
"616","Ⅵ","消化器","５","消化管共通疾患","Ｂ","腫瘍","","消化管粘膜下腫瘍<SMT>","","gastrointestinal stromal
tumor<GIST>、筋腫、脂肪腫、血管腫","1","4","1","0","10","3","3","2","2","0"
"617","Ⅵ","消化器","５","消化管共通疾患","Ｂ","腫瘍","","消化管ポリポーシス","","家族性腺腫性ポリポーシス
<FAP>、Turcot症候群、Peutz- Jeghers症候群、Gardner症候群","0","3","2","0","1","","","1","","0"
"618","Ⅵ","消化器","５","消化管共通疾患","Ｃ","代謝性疾患","①","消化管アミロイドーシス","","","1","1","4","0","0","","","","","0"
"619","Ⅵ","消化器","５","消化管共通疾患","Ｄ","形態異常","①","食道憩室、胃憩室、十二指腸憩室、Meckel憩室、大腸憩室","","憩室炎、憩室出血","3","1","1","0","14","2","3","8","1","17"
"620","Ⅵ","消化器","５","消化管共通疾患","Ｅ","血管性病変","①","虚血性小腸炎・大腸炎","","胃前庭部毛細血管拡張症<GAVE>","4","0","1","0","0","","","","","0"
"621","Ⅵ","消化器","６","肝疾患","Ａ","形態異常","①","肝囊胞","","","1","2","3","0","4","","","4","","0"
"622","Ⅵ","消化器","６","肝疾患","Ｂ","炎症、感染症","①","急性肝炎","","A型肝炎、B型肝炎、C型肝炎、 D型肝炎、E型肝炎","6","0","0","0","21","4","7","5","5","12"
"623","Ⅵ","消化器","６","肝疾患","Ｂ","炎症、感染症","②","劇症肝炎","","B型肝炎ウイルスの再活性化","4","1","1","0","4","1","1","1","1","0"
"624","Ⅵ","消化器","６","肝疾患","Ｂ","炎症、感染症","③","慢性肝炎","","B型肝炎、C型肝炎","5","1","0","0","9","3","2","4","","208"
"625","Ⅵ","消化器","６","肝疾患","Ｂ","炎症、感染症","④","肝硬変","","特発性細菌性腹膜炎","6","0","0","0","37","10","16","7","4","69"
"626","Ⅵ","消化器","６","肝疾患","Ｂ","炎症、感染症","⑤","原発性胆汁性肝硬変<原発性胆汁性胆管炎>","","肝内胆汁うっ滞","2","2","1","0","10","5","1","2","2","18"
"627","Ⅵ","消化器","６","肝疾患","Ｂ","炎症、感染症","⑥","自己免疫性肝炎","","","1","2","3","0","1","","","1","","15"
"628","Ⅵ","消化器","６","肝疾患","Ｂ","炎症、感染症","⑦","薬物性肝障害","","細胞障害型、胆汁うっ滞型","2","2","1","0","0","","","","","1"
"629","Ⅵ","消化器","６","肝疾患","Ｂ","炎症、感染症","⑧","肝膿瘍","","細菌性・アメーバ性肝膿瘍","1","5","0","0","8","","1","6","1","2"
"630","Ⅵ","消化器","６","肝疾患","Ｂ","炎症、感染症","⑨","寄生虫性肝疾患","","肝包虫症、日本住血吸虫症","0","3","2","0","0","","","","","0"
"631","Ⅵ","消化器","６","肝疾患","Ｃ","腫瘍","①","肝血管腫","","","1","4","1","0","2","","1","1","","0"
"632","Ⅵ","消化器","６","肝疾患","Ｃ","腫瘍","②","肝細胞癌","","","6","0","0","0","28","6","7","11","4","51"
"633","Ⅵ","消化器","６","肝疾患","Ｃ","腫瘍","③","肝内胆管癌","","","4","0","1","0","3","","2","1","","4"
"634","Ⅵ","消化器","６","肝疾患","Ｃ","腫瘍","④","転移性肝癌","","","5","1","0","0","6","1","1","2","2","0"
"635","Ⅵ","消化器","６","肝疾患","Ｄ","血管病変","①","門脈圧亢進症","","特発性門脈圧亢進症、肝外門脈閉塞症","5","0","1","0","3","","1","1","1","1"
"636","Ⅵ","消化器","６","肝疾患","Ｄ","血管病変","②","Budd-Chiari症候群","569","","0","3","3","0","0","","","","","0"
"637","Ⅵ","消化器","６","肝疾患","Ｅ","代謝性疾患","①","ビリルビン代謝の異常","","Gilbert症候群、Dubin-Johnson症候群、Rotor症候群","3","2","1","0","9","1","","7","1","0"
"638","Ⅵ","消化器","６","肝疾患","Ｅ","代謝性疾患","②","脂肪肝","","非アルコール性脂肪性肝疾患
<NAFLD>、非アルコール性脂肪性肝炎<NASH>","4","1","1","0","14","4","4","5","1","24"
"639","Ⅵ","消化器","６","肝疾患","Ｅ","代謝性疾患","③","アルコール性肝障害","","アルコール性肝炎","3","2","1","0","7","2","1","2","2","37"
"640","Ⅵ","消化器","６","肝疾患","Ｅ","代謝性疾患","④","ヘモクロマトーシス","1290","","0","1","5","0","0","","","","","1"
"641","Ⅵ","消化器","６","肝疾患","Ｅ","代謝性疾患","⑤","Wilson病","1291","","0","1","5","0","3","1","1","1","","0"
"642","Ⅵ","消化器","７","胆道疾患","Ａ","形態異常","①","先天性胆道拡張症","","","0","1","5","0","5","2","","2","1","0"
"643","Ⅵ","消化器","７","胆道疾患","Ａ","形態異常","②","膵・胆管合流異常症","","","0","1","5","0","0","","","","","0"
"644","Ⅵ","消化器","７","胆道疾患","Ｂ","炎症、感染症","①","胆囊炎","","","4","1","0","0","11","2","2","6","1","16"
"645","Ⅵ","消化器","７","胆道疾患","Ｂ","炎症、感染症","②","胆管炎","","Charcot 3徴、Reynolds 5徴、急性閉塞性化膿性胆管炎","5","0","0","0","11","2","3","3","3","28"
"646","Ⅵ","消化器","７","胆道疾患","Ｂ","炎症、感染症","③","原発性硬化性胆管炎","","","0","1","5","0","2","1","","","1","0"
"647","Ⅵ","消化器","７","胆道疾患","Ｃ","腫瘍","①","胆囊ポリープ","","","3","2","1","0","4","2","1","1","","0"
"648","Ⅵ","消化器","７","胆道疾患","Ｃ","腫瘍","②","胆囊腺筋腫症","","","1","4","1","0","1","1","","","","0"
"649","Ⅵ","消化器","７","胆道疾患","Ｃ","腫瘍","③","胆囊癌、胆管癌","","","3","1","1","0","22","1","3","11","7","胆嚢癌4、胆管癌0"
"650","Ⅵ","消化器","７","胆道疾患","Ｄ","代謝性疾患","①","胆石症","","","5","0","0","0","23","6","5","8","4","41"
"651","Ⅵ","消化器","８","膵疾患","Ａ","炎症、感染症","①","急性膵炎","","重症急性膵炎、被包化膵臓壊死
<WON>、仮性囊胞","6","0","0","0","18","7","2","4","5","8"
"652","Ⅵ","消化器","８","膵疾患","Ａ","炎症、感染症","②","慢性膵炎・膵石症","","","4","1","0","0","5","1","2","1","1","慢性膵炎31・膵石症0"
"653","Ⅵ","消化器","８","膵疾患","Ａ","炎症、感染症","③","自己免疫性膵炎","","","1","4","1","0","3","","2","","1","0"
"653.5","Ⅵ","消化器","８","膵疾患","Ｂ","腫瘍","KW","膵腫瘍","","","0","0","0","0","3","2","","1","","0"
"654","Ⅵ","消化器","８","膵疾患","Ｂ","腫瘍","①","膵囊胞性腫瘍","","膵管内乳頭粘液性腫瘍<IPMN>、粘液性囊胞腫瘍<MCN>","1","2","2","0","17","3","4","5","5","11"
"655","Ⅵ","消化器","８","膵疾患","Ｂ","腫瘍","②","膵神経内分泌腫瘍","1255","インスリノーマ、グルカゴノー
マ、ガストリノーマ
<Zollinger-Ellison症候群>、","0","3","3","0","8","3","3","1","1","1"
