,第2層,第3層,第4層,H28対応項目,メモ
1969,患者の情報収集,身体所見,呼吸数を測定し、呼吸の異常の有無を確認できる。,F-03-05-02-04,
1970,患者の情報収集,身体所見,腋窩で体温を測定できる。,F-03-05-02-05,
1971,患者の情報収集,身体所見,下肢の動脈の触診等、下腿の血圧測定（触診法）、大腿の血圧測定（聴診法）を実施できる。,F-03-05-02-06,
1972,患者の情報収集,身体所見,全身の外観（体型、栄養、姿勢、歩行、顔貌、皮膚、発声）を評価できる。,F-03-05-02-07,
1973,患者の情報収集,身体所見,頭部（顔貌、頭髪、頭皮、頭蓋）の診察ができる。,F-03-05-03-01,
1974,患者の情報収集,身体所見,眼（視野、瞳孔、対光反射、眼球運動・突出、結膜）の診察ができる。,F-03-05-03-02,
1975,患者の情報収集,身体所見,耳（耳介、聴力）の診察ができる。,F-03-05-03-03,
1976,患者の情報収集,身体所見,耳鏡で外耳道、鼓膜を観察できる。,F-03-05-03-04,
1977,患者の情報収集,身体所見,音叉を用いて聴力試験を実施できる。,F-03-05-03-05,
1978,患者の情報収集,身体所見,口唇、口腔、咽頭、扁桃の診察ができる。,F-03-05-03-06,
1979,患者の情報収集,身体所見,鼻腔、副鼻腔の診察ができる。,F-03-05-03-07,
1980,患者の情報収集,身体所見,鼻鏡を用いて前鼻腔を観察できる。,F-03-05-03-08,
1981,患者の情報収集,身体所見,甲状腺、頸部血管、気管、唾液腺の診察ができる。,F-03-05-03-09,
1982,患者の情報収集,身体所見,頭頸部リンパ節の診察ができる。,F-03-05-03-10,
1983,患者の情報収集,身体所見,胸部の視診、触診、打診ができる。,F-03-05-04-01,
1984,患者の情報収集,身体所見,呼吸音と副雑音の聴診ができる。,F-03-05-04-02,
1985,患者の情報収集,身体所見,心音と心雑音の聴診ができる。,F-03-05-04-03,
1986,患者の情報収集,身体所見,背部の叩打痛を確認できる。,F-03-05-04-04,
1987,患者の情報収集,身体所見,乳房の診察を実施できる（シミュレータでも可とする）。,F-03-05-04-05,
1988,患者の情報収集,身体所見,腹部の視診、聴診ができる。,F-03-05-05-01,
1989,患者の情報収集,身体所見,区分に応じて腹部の打診、触診ができる。,F-03-05-05-02,
1990,患者の情報収集,身体所見,圧痛、腹膜刺激徴候、筋性防御の有無を判断できる。,F-03-05-05-03,
1991,患者の情報収集,身体所見,腹水の有無を判断できる。,F-03-05-05-04,
1992,患者の情報収集,身体所見,腸雑音、血管雑音の聴診ができる。,F-03-05-05-05,
1993,患者の情報収集,身体所見,直腸（前立腺を含む）指診を実施できる（シミュレータでも可とする）。,F-03-05-05-06,
1994,患者の情報収集,身体所見,意識レベルを判定できる。,F-03-05-06-01,
1995,患者の情報収集,身体所見,脳神経系の診察ができる（眼底検査を含む）。,F-03-05-06-02,
1996,患者の情報収集,身体所見,腱反射の診察ができる。,F-03-05-06-03,
1997,患者の情報収集,身体所見,小脳機能・運動系の診察ができる。,F-03-05-06-04,
1998,患者の情報収集,身体所見,感覚系（痛覚、温度覚、触覚、深部感覚）の診察ができる。,F-03-05-06-05,
1999,患者の情報収集,身体所見,髄膜刺激所見（項部硬直、Kernig徴候）を確認できる。,F-03-05-06-06,
2000,患者の情報収集,身体所見,四肢と脊柱（弯曲、疼痛）の診察ができる。,F-03-05-07-01,
2001,患者の情報収集,身体所見,関節（可動域、腫脹、疼痛、変形）の診察ができる。,F-03-05-07-02,
2002,患者の情報収集,身体所見,筋骨格系の診察（徒手筋力テスト）ができる。,F-03-05-07-03,
2003,患者の情報収集,身体所見,小児の成長・発達の評価に可能な範囲で参加できる。,F-03-05-08-05,身体所見と検査結果の2要素ありそう（小松）
2004,患者の情報収集,身体所見,基本的な小児科診察ができる。,F-03-05-08-06,身体所見でよさそう（小松）　※CATO新学評に項目新設予定
2005,患者の情報収集,身体所見,経皮的酸素飽和度を測定できる。,F-03-06-02-05,初期対応への分類とどちらが良いか？（小松）
2006,患者の情報収集,身体所見,基本的な内科的診察技能について学ぶ。,G-04-01-01-05,
2007,患者の情報収集,身体所見,小児の成長・発達の評価に可能な範囲で参加する。,G-04-01-03-05,
2008,患者の情報収集,身体所見,基本的な小児科診察技能について学ぶ。,G-04-01-03-06,
2009,患者の情報収集,身体所見,基本的な婦人科診察技能について学ぶ。,G-04-01-04-06,
2010,患者の情報収集,身体所見,基本的バイタルサイン（体温、呼吸、脈拍、血圧）の意義とモニターの方法を説明できる。,F-02-09-02-02,
2011,患者の情報収集,身体所見,障害を国際生活機能分類の心身機能・身体構造、活動、参加に分けて説明できる。,F-02-14-na-04,
2012,患者の情報収集,身体所見,診察時に患者に適切な体位（立位、座位、半座位、臥位、砕石位）を説明できる。,F-03-02-na-04,
2013,患者の情報収集,身体所見,患者の状態から診察が可能かどうかを判断し、状態に応じた診察ができる。,F-03-05-01-06,
2014,患者の情報収集,身体所見,身長・体重を測定し、body mass index <BMI>の算出、栄養状態を評価できる。,F-03-05-02-01,
2015,患者の情報収集,身体所見,上腕で触診、聴診法により血圧を測定できる。,F-03-05-02-02,
2016,患者の情報収集,身体所見,両側の橈骨動脈で脈拍を診察できる。,F-03-05-02-03,
2017,患者の情報収集,身体所見,呼吸数を測定し、呼吸の異常の有無を確認できる。,F-03-05-02-04,
2018,患者の情報収集,身体所見,腋窩で体温を測定できる。,F-03-05-02-05,
2019,患者の情報収集,身体所見,下肢の動脈の触診等、下腿の血圧測定（触診法）、大腿の血圧測定（聴診法）を実施できる。,F-03-05-02-06,
2020,患者の情報収集,身体所見,全身の外観（体型、栄養、姿勢、歩行、顔貌、皮膚、発声）を評価できる。,F-03-05-02-07,
2021,患者の情報収集,身体所見,頭部（顔貌、頭髪、頭皮、頭蓋）の診察ができる。,F-03-05-03-01,
2022,患者の情報収集,身体所見,眼（視野、瞳孔、対光反射、眼球運動・突出、結膜）の診察ができる。,F-03-05-03-02,
2023,患者の情報収集,身体所見,耳（耳介、聴力）の診察ができる。,F-03-05-03-03,
2024,患者の情報収集,身体所見,耳鏡で外耳道、鼓膜を観察できる。,F-03-05-03-04,
2025,患者の情報収集,身体所見,音叉を用いて聴力試験を実施できる。,F-03-05-03-05,
2026,患者の情報収集,身体所見,口唇、口腔、咽頭、扁桃の診察ができる。,F-03-05-03-06,
2027,患者の情報収集,身体所見,鼻腔、副鼻腔の診察ができる。,F-03-05-03-07,
2028,患者の情報収集,身体所見,鼻鏡を用いて前鼻腔を観察できる。,F-03-05-03-08,
2029,患者の情報収集,身体所見,甲状腺、頸部血管、気管、唾液腺の診察ができる。,F-03-05-03-09,
2030,患者の情報収集,身体所見,頭頸部リンパ節の診察ができる。,F-03-05-03-10,
2031,患者の情報収集,身体所見,胸部の視診、触診、打診ができる。,F-03-05-04-01,
2032,患者の情報収集,身体所見,呼吸音と副雑音の聴診ができる。,F-03-05-04-02,
2033,患者の情報収集,身体所見,心音と心雑音の聴診ができる。,F-03-05-04-03,
2034,患者の情報収集,身体所見,背部の叩打痛を確認できる。,F-03-05-04-04,
2035,患者の情報収集,身体所見,乳房の診察を実施できる（シミュレータでも可とする）。,F-03-05-04-05,
2036,患者の情報収集,身体所見,腹部の視診、聴診ができる。,F-03-05-05-01,
2037,患者の情報収集,身体所見,区分に応じて腹部の打診、触診ができる。,F-03-05-05-02,
2038,患者の情報収集,身体所見,圧痛、腹膜刺激徴候、筋性防御の有無を判断できる。,F-03-05-05-03,
2039,患者の情報収集,身体所見,腹水の有無を判断できる。,F-03-05-05-04,
2040,患者の情報収集,身体所見,腸雑音、血管雑音の聴診ができる。,F-03-05-05-05,
2041,患者の情報収集,身体所見,直腸（前立腺を含む）指診を実施できる（シミュレータでも可とする）。,F-03-05-05-06,
2042,患者の情報収集,身体所見,意識レベルを判定できる。,F-03-05-06-01,
2043,患者の情報収集,身体所見,脳神経系の診察ができる（眼底検査を含む）。,F-03-05-06-02,
2044,患者の情報収集,身体所見,腱反射の診察ができる。,F-03-05-06-03,
2045,患者の情報収集,身体所見,小脳機能・運動系の診察ができる。,F-03-05-06-04,
2046,患者の情報収集,身体所見,感覚系（痛覚、温度覚、触覚、深部感覚）の診察ができる。,F-03-05-06-05,
2047,患者の情報収集,身体所見,髄膜刺激所見（項部硬直、Kernig徴候）を確認できる。,F-03-05-06-06,
2048,患者の情報収集,身体所見,四肢と脊柱（弯曲、疼痛）の診察ができる。,F-03-05-07-01,
2049,患者の情報収集,身体所見,関節（可動域、腫脹、疼痛、変形）の診察ができる。,F-03-05-07-02,
2050,患者の情報収集,身体所見,筋骨格系の診察（徒手筋力テスト）ができる。,F-03-05-07-03,
2051,患者の情報収集,身体所見,小児の成長・発達の評価に可能な範囲で参加できる。,F-03-05-08-05,身体所見と検査結果の2要素ありそう（小松）
2052,患者の情報収集,身体所見,基本的な小児科診察ができる。,F-03-05-08-06,身体所見でよさそう（小松）　※CATO新学評に項目新設予定
2053,患者の情報収集,身体所見,経皮的酸素飽和度を測定できる。,F-03-06-02-05,初期対応への分類とどちらが良いか？（小松）
2054,患者の情報収集,身体所見,基本的な内科的診察技能について学ぶ。,G-04-01-01-05,
2055,患者の情報収集,身体所見,小児の成長・発達の評価に可能な範囲で参加する。,G-04-01-03-05,
2056,患者の情報収集,身体所見,基本的な小児科診察技能について学ぶ。,G-04-01-03-06,
2057,患者の情報収集,身体所見,基本的な婦人科診察技能について学ぶ。,G-04-01-04-06,
2058,患者の情報収集,身体所見,基本的バイタルサイン（体温、呼吸、脈拍、血圧）の意義とモニターの方法を説明できる。,F-02-09-02-02,
2059,患者の情報収集,身体所見,障害を国際生活機能分類の心身機能・身体構造、活動、参加に分けて説明できる。,F-02-14-na-04,
2060,患者の情報収集,身体所見,診察時に患者に適切な体位（立位、座位、半座位、臥位、砕石位）を説明できる。,F-03-02-na-04,
2061,患者の情報収集,身体所見,患者の状態から診察が可能かどうかを判断し、状態に応じた診察ができる。,F-03-05-01-06,
2062,患者の情報収集,身体所見,身長・体重を測定し、body mass index <BMI>の算出、栄養状態を評価できる。,F-03-05-02-01,
2063,患者の情報収集,身体所見,上腕で触診、聴診法により血圧を測定できる。,F-03-05-02-02,
2064,患者の情報収集,身体所見,両側の橈骨動脈で脈拍を診察できる。,F-03-05-02-03,
2065,患者の情報収集,身体所見,呼吸数を測定し、呼吸の異常の有無を確認できる。,F-03-05-02-04,
2066,患者の情報収集,身体所見,腋窩で体温を測定できる。,F-03-05-02-05,
