臓器,分類,カテゴリ,サブカテゴリ,疾患,重要,UID,H28対応項目,H28表記,医学教育課修正案(20220419),医学教育課からのコメント(20220419),修正案(20220318),作業用(20220417),疾患(20220417),作業予定(20220417),コメント(20220318),重要(20220318),重複(計算列),重複のため削除する項目に●(20220408),重要度分類(スリム化チーム作業用)(20220330),"座長・副座長返答(1.医学教育課の意見を反映,2.原案ママ,3.その他)(20220411)",座長・副座長コメント(20220411),医学教育課修正案(20220317),医学教育課からのコメント(20220317),診断,治療,教育,予防,作成時(20220316コメント),修正案(20220316),パフォーマンス
循環器系,疾患・病態,虚血性心疾患,急性冠症候群,不安定狭心症,●,JlvnlsI,"D-05-04-02-01,D-05-04-02-02,D-05-04-02-03,D-05-04-02-04,D-05-04-02-05,D-05-04-02-06","安定労作性狭心症の病態、症候、診断、治療を説明できる。,冠攣縮性狭心症の病態、症候、診断、治療を説明できる。,急性冠症候群（不安定狭心症、非ST上昇型心筋梗塞及びST上昇型心筋梗塞）の病態、症候、診断、治療を説明できる。,虚血性心疾患の発症予防、再発予防を説明できる。,陳旧性心筋梗塞の病態、症候、診断、治療を説明できる。,虚血性心疾患の薬物治療、非薬物療法（血行再建術（経皮的冠動脈形成術、ステント留置術、冠動脈バイパス術））、心臓リハビリテーションを説明できる。",,,,不安定狭心症,不安定狭心症,重要,,●,,,,,,,,,,,,,,
循環器系,疾患・病態,虚血性心疾患,急性冠症候群,急性心筋梗塞,●,JlvnlsQ,"D-05-04-02-01,D-05-04-02-02,D-05-04-02-03,D-05-04-02-04,D-05-04-02-05,D-05-04-02-06","安定労作性狭心症の病態、症候、診断、治療を説明できる。,冠攣縮性狭心症の病態、症候、診断、治療を説明できる。,急性冠症候群（不安定狭心症、非ST上昇型心筋梗塞及びST上昇型心筋梗塞）の病態、症候、診断、治療を説明できる。,虚血性心疾患の発症予防、再発予防を説明できる。,陳旧性心筋梗塞の病態、症候、診断、治療を説明できる。,虚血性心疾患の薬物治療、非薬物療法（血行再建術（経皮的冠動脈形成術、ステント留置術、冠動脈バイパス術））、心臓リハビリテーションを説明できる。",,,,急性心筋梗塞,急性心筋梗塞,重要,,●,重複あり,,,,,,,,,,,,,
循環器系,疾患・病態,不整脈,徐脈性不整脈,洞不全症候群,,JlvnlsU,"D-05-04-03-01,D-05-04-03-02,D-05-04-03-03,D-05-04-03-04, D-05-04-03-06","主な徐脈性不整脈（洞不全症候群（sick sinus症候群）、房室ブロック）の原因、症候、心電図の特徴、治療を説明できる。,主な上室性頻脈性不整脈（洞性頻脈、上室性期外収縮、心房細動、心房粗動、発作性上室性頻拍症）の原因、症候、心電図の特徴、治療を説明できる。,主な心室性頻脈性不整脈（心室性期外収縮、心室頻拍、多源性心室頻拍（トルサード・ド・ポワント(torsades de pointes)、心室細動）の原因、症候、心電図の特徴、治療を説明できる。,不整脈の原因となる疾患や病態（電解質異常、QT延長症候群、薬剤、甲状腺機能亢進症、Wolff-Parkinson-White <WPW>症候群、Brugada症候群等）を説明できる。,致死性不整脈の診断、初期対応、治療を説明できる。",,,,洞不全症候群,洞不全症候群,,,（削除）,,,,,,,,,,,,,,
循環器系,疾患・病態,不整脈,徐脈性不整脈,房室ブロック,●,Jlvnlsc,"D-05-04-03-01,D-05-04-03-02,D-05-04-03-03,D-05-04-03-04, D-05-04-03-06","主な徐脈性不整脈（洞不全症候群（sick sinus症候群）、房室ブロック）の原因、症候、心電図の特徴、治療を説明できる。,主な上室性頻脈性不整脈（洞性頻脈、上室性期外収縮、心房細動、心房粗動、発作性上室性頻拍症）の原因、症候、心電図の特徴、治療を説明できる。,主な心室性頻脈性不整脈（心室性期外収縮、心室頻拍、多源性心室頻拍（トルサード・ド・ポワント(torsades de pointes)、心室細動）の原因、症候、心電図の特徴、治療を説明できる。,不整脈の原因となる疾患や病態（電解質異常、QT延長症候群、薬剤、甲状腺機能亢進症、Wolff-Parkinson-White <WPW>症候群、Brugada症候群等）を説明できる。,致死性不整脈の診断、初期対応、治療を説明できる。",,,,房室ブロック,房室ブロック,重要,,●,,,,,,,,,,,,,,
循環器系,疾患・病態,不整脈,上室性頻脈性不整脈,心房細動,●,Jlvnlsg,"D-05-04-03-01,D-05-04-03-02,D-05-04-03-03,D-05-04-03-04, D-05-04-03-06","主な徐脈性不整脈（洞不全症候群（sick sinus症候群）、房室ブロック）の原因、症候、心電図の特徴、治療を説明できる。,主な上室性頻脈性不整脈（洞性頻脈、上室性期外収縮、心房細動、心房粗動、発作性上室性頻拍症）の原因、症候、心電図の特徴、治療を説明できる。,主な心室性頻脈性不整脈（心室性期外収縮、心室頻拍、多源性心室頻拍（トルサード・ド・ポワント(torsades de pointes)、心室細動）の原因、症候、心電図の特徴、治療を説明できる。,不整脈の原因となる疾患や病態（電解質異常、QT延長症候群、薬剤、甲状腺機能亢進症、Wolff-Parkinson-White <WPW>症候群、Brugada症候群等）を説明できる。,致死性不整脈の診断、初期対応、治療を説明できる。",,,,心房細動,心房細動,重要,,●,,,,,,,,,,,,,,
循環器系,疾患・病態,不整脈,上室性頻脈性不整脈,心房粗動,●,Jlvnlso,"D-05-04-03-01,D-05-04-03-02,D-05-04-03-03,D-05-04-03-04, D-05-04-03-06","主な徐脈性不整脈（洞不全症候群（sick sinus症候群）、房室ブロック）の原因、症候、心電図の特徴、治療を説明できる。,主な上室性頻脈性不整脈（洞性頻脈、上室性期外収縮、心房細動、心房粗動、発作性上室性頻拍症）の原因、症候、心電図の特徴、治療を説明できる。,主な心室性頻脈性不整脈（心室性期外収縮、心室頻拍、多源性心室頻拍（トルサード・ド・ポワント(torsades de pointes)、心室細動）の原因、症候、心電図の特徴、治療を説明できる。,不整脈の原因となる疾患や病態（電解質異常、QT延長症候群、薬剤、甲状腺機能亢進症、Wolff-Parkinson-White <WPW>症候群、Brugada症候群等）を説明できる。,致死性不整脈の診断、初期対応、治療を説明できる。",,,,心房粗動,心房粗動,重要,,●,,,,,,,,,,,,,,
循環器系,疾患・病態,不整脈,上室性頻脈性不整脈,発作性上室頻拍症,●,Jlvnlsw,"D-05-04-03-01,D-05-04-03-02,D-05-04-03-03,D-05-04-03-04, D-05-04-03-06","主な徐脈性不整脈（洞不全症候群（sick sinus症候群）、房室ブロック）の原因、症候、心電図の特徴、治療を説明できる。,主な上室性頻脈性不整脈（洞性頻脈、上室性期外収縮、心房細動、心房粗動、発作性上室性頻拍症）の原因、症候、心電図の特徴、治療を説明できる。,主な心室性頻脈性不整脈（心室性期外収縮、心室頻拍、多源性心室頻拍（トルサード・ド・ポワント(torsades de pointes)、心室細動）の原因、症候、心電図の特徴、治療を説明できる。,不整脈の原因となる疾患や病態（電解質異常、QT延長症候群、薬剤、甲状腺機能亢進症、Wolff-Parkinson-White <WPW>症候群、Brugada症候群等）を説明できる。,致死性不整脈の診断、初期対応、治療を説明できる。",,,,発作性上室頻拍症,発作性上室頻拍症,重要,用語修正（岡崎）,●,,,,,,,,,,,,,,
循環器系,疾患・病態,不整脈,心室性頻脈性不整脈,心室頻拍,●,Jlvnls0,"D-05-04-03-01,D-05-04-03-02,D-05-04-03-03,D-05-04-03-04, D-05-04-03-06","主な徐脈性不整脈（洞不全症候群（sick sinus症候群）、房室ブロック）の原因、症候、心電図の特徴、治療を説明できる。,主な上室性頻脈性不整脈（洞性頻脈、上室性期外収縮、心房細動、心房粗動、発作性上室性頻拍症）の原因、症候、心電図の特徴、治療を説明できる。,主な心室性頻脈性不整脈（心室性期外収縮、心室頻拍、多源性心室頻拍（トルサード・ド・ポワント(torsades de pointes)、心室細動）の原因、症候、心電図の特徴、治療を説明できる。,不整脈の原因となる疾患や病態（電解質異常、QT延長症候群、薬剤、甲状腺機能亢進症、Wolff-Parkinson-White <WPW>症候群、Brugada症候群等）を説明できる。,致死性不整脈の診断、初期対応、治療を説明できる。",,,,心室頻拍,心室頻拍,重要,,●,,,,,,,,,,,,,,
循環器系,疾患・病態,不整脈,心室性頻脈性不整脈,多源性心室頻拍（torsades de pointes),,Jlvnls8,"D-05-04-03-01,D-05-04-03-02,D-05-04-03-03,D-05-04-03-04, D-05-04-03-06","主な徐脈性不整脈（洞不全症候群（sick sinus症候群）、房室ブロック）の原因、症候、心電図の特徴、治療を説明できる。,主な上室性頻脈性不整脈（洞性頻脈、上室性期外収縮、心房細動、心房粗動、発作性上室性頻拍症）の原因、症候、心電図の特徴、治療を説明できる。,主な心室性頻脈性不整脈（心室性期外収縮、心室頻拍、多源性心室頻拍（トルサード・ド・ポワント(torsades de pointes)、心室細動）の原因、症候、心電図の特徴、治療を説明できる。,不整脈の原因となる疾患や病態（電解質異常、QT延長症候群、薬剤、甲状腺機能亢進症、Wolff-Parkinson-White <WPW>症候群、Brugada症候群等）を説明できる。,致死性不整脈の診断、初期対応、治療を説明できる。",,,,多源性心室頻拍（torsades de pointes),多源性心室頻拍（torsades de pointes),,,,,,,,,,,,,,,,,
循環器系,疾患・病態,不整脈,なし,心室細動,●,JlvnltA,"D-05-04-03-01,D-05-04-03-02,D-05-04-03-03,D-05-04-03-04, D-05-04-03-06","主な徐脈性不整脈（洞不全症候群（sick sinus症候群）、房室ブロック）の原因、症候、心電図の特徴、治療を説明できる。,主な上室性頻脈性不整脈（洞性頻脈、上室性期外収縮、心房細動、心房粗動、発作性上室性頻拍症）の原因、症候、心電図の特徴、治療を説明できる。,主な心室性頻脈性不整脈（心室性期外収縮、心室頻拍、多源性心室頻拍（トルサード・ド・ポワント(torsades de pointes)、心室細動）の原因、症候、心電図の特徴、治療を説明できる。,不整脈の原因となる疾患や病態（電解質異常、QT延長症候群、薬剤、甲状腺機能亢進症、Wolff-Parkinson-White <WPW>症候群、Brugada症候群等）を説明できる。,致死性不整脈の診断、初期対応、治療を説明できる。",,,,心室細動,心室細動,重要,,●,,,,,,,,,,,,,,
循環器系,疾患・病態,不整脈,なし,期外収縮(上室性・心室性),●,JlvnltI,"D-05-04-03-01,D-05-04-03-02,D-05-04-03-03,D-05-04-03-04, D-05-04-03-06","主な徐脈性不整脈（洞不全症候群（sick sinus症候群）、房室ブロック）の原因、症候、心電図の特徴、治療を説明できる。,主な上室性頻脈性不整脈（洞性頻脈、上室性期外収縮、心房細動、心房粗動、発作性上室性頻拍症）の原因、症候、心電図の特徴、治療を説明できる。,主な心室性頻脈性不整脈（心室性期外収縮、心室頻拍、多源性心室頻拍（トルサード・ド・ポワント(torsades de pointes)、心室細動）の原因、症候、心電図の特徴、治療を説明できる。,不整脈の原因となる疾患や病態（電解質異常、QT延長症候群、薬剤、甲状腺機能亢進症、Wolff-Parkinson-White <WPW>症候群、Brugada症候群等）を説明できる。,致死性不整脈の診断、初期対応、治療を説明できる。",,,,期外収縮(上室性・心室性),期外収縮(上室性・心室性),重要,サブカテゴリをなくし、期外収縮（上室性・心室性）とまとめてはどうか（小松）,●,,,,,,,,,,,,統合すべきか?,,
循環器系,疾患・病態,不整脈,なし,WPW症候群,,JlvnltU,"D-05-04-03-01,D-05-04-03-02,D-05-04-03-03,D-05-04-03-04, D-05-04-03-06","主な徐脈性不整脈（洞不全症候群（sick sinus症候群）、房室ブロック）の原因、症候、心電図の特徴、治療を説明できる。,主な上室性頻脈性不整脈（洞性頻脈、上室性期外収縮、心房細動、心房粗動、発作性上室性頻拍症）の原因、症候、心電図の特徴、治療を説明できる。,主な心室性頻脈性不整脈（心室性期外収縮、心室頻拍、多源性心室頻拍（トルサード・ド・ポワント(torsades de pointes)、心室細動）の原因、症候、心電図の特徴、治療を説明できる。,不整脈の原因となる疾患や病態（電解質異常、QT延長症候群、薬剤、甲状腺機能亢進症、Wolff-Parkinson-White <WPW>症候群、Brugada症候群等）を説明できる。,致死性不整脈の診断、初期対応、治療を説明できる。",,,,WPW症候群,WPW症候群,,,,,,,,,,,,,,,,,
循環器系,疾患・病態,不整脈,なし,Brugada症候群,,Jlvnltc,"D-05-04-03-01,D-05-04-03-02,D-05-04-03-03,D-05-04-03-04, D-05-04-03-06","主な徐脈性不整脈（洞不全症候群（sick sinus症候群）、房室ブロック）の原因、症候、心電図の特徴、治療を説明できる。,主な上室性頻脈性不整脈（洞性頻脈、上室性期外収縮、心房細動、心房粗動、発作性上室性頻拍症）の原因、症候、心電図の特徴、治療を説明できる。,主な心室性頻脈性不整脈（心室性期外収縮、心室頻拍、多源性心室頻拍（トルサード・ド・ポワント(torsades de pointes)、心室細動）の原因、症候、心電図の特徴、治療を説明できる。,不整脈の原因となる疾患や病態（電解質異常、QT延長症候群、薬剤、甲状腺機能亢進症、Wolff-Parkinson-White <WPW>症候群、Brugada症候群等）を説明できる。,致死性不整脈の診断、初期対応、治療を説明できる。",,,,Brugada症候群,Brugada症候群,,,,,,,,,,,,,,,,,
循環器系,疾患・病態,弁膜症,なし,僧帽弁疾患(狭窄・閉鎖不全),●,Jlvnltg,D-05-04-04-01,主な弁膜症（僧帽弁疾患、大動脈弁疾患）の病因、病態生理、症候と診断を説明し、治療を説明できる。,,,,僧帽弁疾患(狭窄・閉鎖不全),僧帽弁疾患(狭窄・閉鎖不全),重要,サブカテゴリをなくし、僧帽弁疾患（狭窄・閉鎖不全）としてはどうか（小松）,●,,,●,,,,,,,,,,,
循環器系,疾患・病態,弁膜症,なし,大動脈弁疾患（狭窄・閉鎖不全）,●,Jlvnlts,D-05-04-04-01,主な弁膜症（僧帽弁疾患、大動脈弁疾患）の病因、病態生理、症候と診断を説明し、治療を説明できる。,,,,大動脈弁疾患（狭窄・閉鎖不全）,大動脈弁疾患（狭窄・閉鎖不全）,重要,サブカテゴリをなくし、大動脈弁疾患（狭窄・閉鎖不全）としてはどうか（小松）,●,,,●,,,,,,,,,,,
循環器系,疾患・病態,弁膜症,なし,三尖弁閉鎖不全,,Jlvnlt4,D-05-04-04-01,主な弁膜症（僧帽弁疾患、大動脈弁疾患）の病因、病態生理、症候と診断を説明し、治療を説明できる。,,,,三尖弁閉鎖不全,三尖弁閉鎖不全,,,,,,●,,,,,,,,,,,
循環器系,疾患・病態,心筋・心膜疾患,なし,特発性心筋症（肥大型・拡張型・拘束型）,●,JlvnluA,"D-05-04-05-02,D-05-04-05-03,D-05-04-05-04,D-05-04-05-05,,D-05-04-05-06","特発性心筋症（肥大型心筋症、拡張型心筋症、拘束型心筋症）と二次性心筋疾患の定義・概念と病態生理を説明できる。,急性心筋炎の病態、症候、診断、治療症候を説明できる。,感染性心内膜炎の病態、症候、診断、治療を説明できる。,急性心膜炎、収縮性心膜炎の病態、症候、診断、治療を説明できる。,,心タンポナーデの病態、症候、診断、治療を説明できる。",,,,特発性心筋症（肥大型・拡張型・拘束型）,特発性心筋症（肥大型・拡張型・拘束型）,重要,サブカテゴリをなくし、特発性心筋症（肥大型・拡張型・拘束型）としてはどうか（小松）,●,,,,,,,,,,,,統合すべきか?,,
循環器系,疾患・病態,心筋・心膜疾患,なし,二次性心筋疾患,,JlvnluU,"D-05-04-05-02,D-05-04-05-03,D-05-04-05-04,D-05-04-05-05,,D-05-04-05-06","特発性心筋症（肥大型心筋症、拡張型心筋症、拘束型心筋症）と二次性心筋疾患の定義・概念と病態生理を説明できる。,急性心筋炎の病態、症候、診断、治療症候を説明できる。,感染性心内膜炎の病態、症候、診断、治療を説明できる。,急性心膜炎、収縮性心膜炎の病態、症候、診断、治療を説明できる。,,心タンポナーデの病態、症候、診断、治療を説明できる。",,,,二次性心筋疾患,二次性心筋疾患,,,,,,,,,,,,,,,,,
循環器系,疾患・病態,心筋・心膜疾患,なし,急性心筋炎,●,JlvnluY,"D-05-04-05-02,D-05-04-05-03,D-05-04-05-04,D-05-04-05-05,,D-05-04-05-06","特発性心筋症（肥大型心筋症、拡張型心筋症、拘束型心筋症）と二次性心筋疾患の定義・概念と病態生理を説明できる。,急性心筋炎の病態、症候、診断、治療症候を説明できる。,感染性心内膜炎の病態、症候、診断、治療を説明できる。,急性心膜炎、収縮性心膜炎の病態、症候、診断、治療を説明できる。,,心タンポナーデの病態、症候、診断、治療を説明できる。",,,,急性心筋炎,急性心筋炎,重要,,●,,,,,,,,,,,,,,
