"臓器","分類","カテゴリ","サブカテゴリ","疾患","重要","Unnamed: 6","UID","H28対応項目","修正案(20220318)","作業用(20220417)","疾患(20220417)","作業予定(20220417)","コメント(20220318)","重要(20220318)","重複(計算列)","重複のため削除する項目に●(20220408)","重要度分類(スリム化チーム作業用)(20220330)","座長・副座長返答(1.医学教育課の意見を反映,2.原案ママ,3.その他)(20220411)","座長・副座長コメント(20220411)","医学教育課修正案(20220317)","医学教育課からのコメント(20220317)","診断","治療","教育","予防","作成時(20220316コメント)","修正案(20220316)","パフォーマンス"
"呼吸器系","疾患・病態","呼吸器感染症","なし","肺真菌症","","","Jlvnlxs","D-06-04-02-01, D-06-04-02-02, D-06-04-02-03, D-06-04-02-04, D-06-04-02-05, D-06-04-02-06, D-06-04-02-07","","肺真菌症","肺真菌症","","","（削除）","","","","","","","","","","","","","",""
"呼吸器系","疾患・病態","呼吸器感染症","なし","嚥下性肺疾患","","","Jlvnlx0","D-06-04-02-01, D-06-04-02-02, D-06-04-02-03, D-06-04-02-04, D-06-04-02-05, D-06-04-02-06, D-06-04-02-07","","嚥下性肺疾患","嚥下性肺疾患","","","","","","","","","","","","","","","","",""
"呼吸器系","疾患・病態","呼吸器感染症","なし","肺化膿症・膿胸","","","Jlvnlx4","D-06-04-02-01, D-06-04-02-02, D-06-04-02-03, D-06-04-02-04, D-06-04-02-05, D-06-04-02-06, D-06-04-02-07","","肺化膿症・膿胸","肺化膿症・膿胸","","","","","","","","","","","","","","","","",""
"呼吸器系","疾患・病態","呼吸器感染症","なし","クループ症候群","","","JlvnlyA","D-06-04-02-01, D-06-04-02-02, D-06-04-02-03, D-06-04-02-04, D-06-04-02-05, D-06-04-02-06, D-06-04-02-07","","クループ症候群","クループ症候群","重複削除","","","重複あり","●","●","","","","","","","","","","",""
"呼吸器系","疾患・病態","閉塞性換気障害・拘束性換気障害","なし","慢性閉塞性肺疾患 （COPD）","●","","JlvnlyE","D-06-04-03-01, D-06-04-03-02, D-06-04-03-03, D-06-04-03-04, D-06-04-03-05, D-06-04-03-06, D-06-04-03-07","","慢性閉塞性肺疾患 （COPD）","慢性閉塞性肺疾患 （COPD）","重要","COPDのフルスペルを削除（小松）＜＞→（）に修正（金子早）","●","","","","","","","","","","","","","",""
"呼吸器系","疾患・病態","閉塞性換気障害・拘束性換気障害","なし","気腫性嚢胞（ブレブ・ブラ）","","","JlvnlyM","D-06-04-03-01, D-06-04-03-02, D-06-04-03-03, D-06-04-03-04, D-06-04-03-05, D-06-04-03-06, D-06-04-03-07","","気腫性嚢胞（ブレブ・ブラ）","気腫性嚢胞（ブレブ・ブラ）","","","","","","","","","","","","","","","","",""
"呼吸器系","疾患・病態","閉塞性換気障害・拘束性換気障害","なし","気管支喘息（咳喘息を含む）","●","","JlvnlyQ","D-06-04-03-01, D-06-04-03-02, D-06-04-03-03, D-06-04-03-04, D-06-04-03-05, D-06-04-03-06, D-06-04-03-07","","気管支喘息（咳喘息を含む）","気管支喘息（咳喘息を含む）","重要","","●","","","●","","","","","","","","","","",""
"呼吸器系","疾患・病態","閉塞性換気障害・拘束性換気障害","間質性肺炎","特発性","","","JlvnlyY","D-06-04-03-01, D-06-04-03-02, D-06-04-03-03, D-06-04-03-04, D-06-04-03-05, D-06-04-03-06, D-06-04-03-07","","特発性","特発性","","","","","","","","","","","","","","","","",""
"呼吸器系","疾患・病態","閉塞性換気障害・拘束性換気障害","間質性肺炎","膠原病血管炎関連性","","","Jlvnlyc","D-06-04-03-01, D-06-04-03-02, D-06-04-03-03, D-06-04-03-04, D-06-04-03-05, D-06-04-03-06, D-06-04-03-07","","膠原病血管炎関連性","膠原病血管炎関連性","","","","","","","","","","","","","","","","",""
"呼吸器系","疾患・病態","閉塞性換気障害・拘束性換気障害","なし","びまん性汎細気管支炎","","","Jlvnlyk","D-06-04-03-01, D-06-04-03-02, D-06-04-03-03, D-06-04-03-04, D-06-04-03-05, D-06-04-03-06, D-06-04-03-07","","びまん性汎細気管支炎","びまん性汎細気管支炎","","","","","","","","","","","","","","","","",""
"呼吸器系","疾患・病態","閉塞性換気障害・拘束性換気障害","なし","放射線肺炎","","","Jlvnlys","D-06-04-03-01, D-06-04-03-02, D-06-04-03-03, D-06-04-03-04, D-06-04-03-05, D-06-04-03-06, D-06-04-03-07","","放射線肺炎","放射線肺炎","","","","","","","","","","","","","","","","",""
"呼吸器系","疾患・病態","閉塞性換気障害・拘束性換気障害","じん肺症","珪肺","","","Jlvnlyw","D-06-04-03-01, D-06-04-03-02, D-06-04-03-03, D-06-04-03-04, D-06-04-03-05, D-06-04-03-06, D-06-04-03-07","","珪肺","珪肺","","","","","","","","","","","","","","","","",""
"呼吸器系","疾患・病態","閉塞性換気障害・拘束性換気障害","じん肺症","石綿肺","","","Jlvnly4","D-06-04-03-01, D-06-04-03-02, D-06-04-03-03, D-06-04-03-04, D-06-04-03-05, D-06-04-03-06, D-06-04-03-07","","石綿肺","石綿肺","","","","","","","","","","","","","","","","",""
"呼吸器系","疾患・病態","肺循環障害","なし","肺性心","","","Jlvnly8","D-06-04-04-01, D-06-04-04-02, D-06-04-04-03, D-06-04-04-04,","","肺性心","肺性心","","","","","","","","","","","","","","","","",""
"呼吸器系","疾患・病態","肺循環障害","なし","急性呼吸促(窮)迫症候群 <ARDS>","●","","JlvnlzE","D-06-04-04-01, D-06-04-04-02, D-06-04-04-03, D-06-04-04-04,","","急性呼吸促(窮)迫症候群 <ARDS>","急性呼吸促(窮)迫症候群 <ARDS>","重要","ARDSのフルスペルを削除（小松）＜＞→（）に修正（金子早）","●","","","","","","","","","","","","","",""
"呼吸器系","疾患・病態","肺循環障害","なし","肺血栓塞栓症","●","","JlvnlzI","D-06-04-04-01, D-06-04-04-02, D-06-04-04-03, D-06-04-04-04,","","肺血栓塞栓症","肺血栓塞栓症","重要","","●","","","","","","","","","","","","","",""
"呼吸器系","疾患・病態","肺循環障害","なし","肺高血圧症（原発性・二次性）","","","JlvnlzQ","D-06-04-04-01, D-06-04-04-02, D-06-04-04-03, D-06-04-04-04,","","肺高血圧症（原発性・二次性）","肺高血圧症（原発性・二次性）","","サブカテゴリをなくし、肺高血圧症（原発性・二次性）としてはどうか（小松）","","","","","","","","","","","","","統合すべきか?","",""
"呼吸器系","疾患・病態","肺循環障害","","","","","JlvnlzY","D-06-04-04-01, D-06-04-04-02, D-06-04-04-03, D-06-04-04-04,","","","","","","","","","","","","","","","","","","統合すべきか?","",""
"呼吸器系","疾患・病態","肺循環障害","なし","肺動静脈瘻","","","Jlvnlzc","D-06-04-04-01, D-06-04-04-02, D-06-04-04-03, D-06-04-04-04,","","肺動静脈瘻","肺動静脈瘻","","","","","","","","","","","","","","","","",""
"呼吸器系","疾患・病態","免疫学的機序による肺疾患","なし","過敏性肺炎","","","Jlvnlzk","D-06-04-05-01, D-06-04-05-02, D-06-04-05-03, D-06-04-05-04,","","過敏性肺炎","過敏性肺炎","","","","","","","","","","","","","","","","",""
"呼吸器系","疾患・病態","免疫学的機序による肺疾患","なし","サルコイドーシス","","","Jlvnlzo","D-06-04-05-01, D-06-04-05-02, D-06-04-05-03, D-06-04-05-04,","","サルコイドーシス","サルコイドーシス","","","","","","","","","","","","","","","","",""
"呼吸器系","疾患・病態","免疫学的機序による肺疾患","なし","好酸球性肺炎","","","Jlvnlzw","D-06-04-05-01, D-06-04-05-02, D-06-04-05-03, D-06-04-05-04,","","好酸球性肺炎","好酸球性肺炎","","","","","","","","","","","","","","","","",""
"呼吸器系","疾患・病態","免疫学的機序による肺疾患","なし","薬剤性肺炎","","","Jlvnlz0","D-06-04-05-01, D-06-04-05-02, D-06-04-05-03, D-06-04-05-04,","","薬剤性肺炎","薬剤性肺炎","","","","","","","","","","","","","","","","",""
"呼吸器系","疾患・病態","免疫学的機序による肺疾患","なし","アレルギー性気管支肺アスペルギルス症 <ABPA>","","","Jlvnlz8","D-06-04-05-01, D-06-04-05-02, D-06-04-05-03, D-06-04-05-04,","","アレルギー性気管支肺アスペルギルス症 <ABPA>","アレルギー性気管支肺アスペルギルス症 <ABPA>","","<ABPA>を追加（岡崎／小松）","","","","●","","","","","","","","","","",""
"呼吸器系","疾患・病態","異常呼吸","なし","過換気症候群","","","Jlvnl0A","D-06-04-06-01, D-06-04-06-02, D-06-04-06-03","","過換気症候群","過換気症候群","","","","重複あり","●","","","","","","","","","","","",""
"呼吸器系","疾患・病態","異常呼吸","なし","睡眠時無呼吸症候群","●","","Jlvnl0I","D-06-04-06-01, D-06-04-06-02, D-06-04-06-03","","睡眠時無呼吸症候群","睡眠時無呼吸症候群","重要","","●","","","","","","","","","","","","","",""
"呼吸器系","疾患・病態","異常呼吸","なし","","","","Jlvnl0Q","D-06-04-06-01, D-06-04-06-02, D-06-04-06-03","","","肺胞低換気症候群","削除","削除対象（岡崎／小松）","","重複あり","","","","","","","","","","","","",""
"呼吸器系","疾患・病態","その他の機序による肺疾患","なし","気管支拡張症","","","Jlvnl0U","D-06-04-07-01, D-06-04-07-02, D-06-04-07-03, D-06-04-07-04, D-06-04-07-05","","気管支拡張症","気管支拡張症","","","","","","","","","","","","","","","","",""
"呼吸器系","疾患・病態","その他の機序による肺疾患","なし","無気肺","","","Jlvnl0c","D-06-04-07-01, D-06-04-07-02, D-06-04-07-03, D-06-04-07-04, D-06-04-07-05","","無気肺","無気肺","","","","","","","","","","","","","","","","",""
"呼吸器系","疾患・病態","その他の機序による肺疾患","なし","新生児呼吸促迫症候群 <IRDS>","","","Jlvnl0g","D-06-04-07-01, D-06-04-07-02, D-06-04-07-03, D-06-04-07-04, D-06-04-07-05","","新生児呼吸促迫症候群 <IRDS>","新生児呼吸促迫症候群 <IRDS>","重複削除","<IRDS>を追加（岡崎／小松）","","重複あり","●","","","","","","","","","","","",""
"呼吸器系","疾患・病態","その他の機序による肺疾患","なし","肺リンパ脈管筋腫症 <LAM>","","","Jlvnl0o","D-06-04-07-01, D-06-04-07-02, D-06-04-07-03, D-06-04-07-04, D-06-04-07-05","","肺リンパ脈管筋腫症 <LAM>","肺リンパ脈管筋腫症 <LAM>","","<LAM>を追加（岡崎／小松）","","","","","","","","","","","","","","",""
"呼吸器系","疾患・病態","その他の機序による肺疾患","なし","肺胞タンパク症","","","Jlvnl0s","D-06-04-07-01, D-06-04-07-02, D-06-04-07-03, D-06-04-07-04, D-06-04-07-05","","肺胞タンパク症","肺胞タンパク症","","","","","","","","","","","","","","","","",""
"呼吸器系","疾患・病態","その他の機序による肺疾患","なし","癌性リンパ管症","","","Jlvnl00","D-06-04-07-01, D-06-04-07-02, D-06-04-07-03, D-06-04-07-04, D-06-04-07-05","","癌性リンパ管症","癌性リンパ管症","","","","","","","","","","","","","","","","",""
"呼吸器系","疾患・病態","胸膜・縦隔疾患・横隔膜","なし","胸膜炎","","","Jlvnl08","D-06-04-08-01, D-06-04-08-02, D-06-04-08-03, D-06-04-08-04,","","胸膜炎","胸膜炎","","","","","","","","","","","","","","","","",""
"呼吸器系","疾患・病態","胸膜・縦隔疾患・横隔膜","なし","気胸（自然・緊張性・外傷性）","●","","Jlvnl1A","D-06-04-08-01, D-06-04-08-02, D-06-04-08-03, D-06-04-08-04,","","気胸（自然・緊張性・外傷性）","気胸（自然・緊張性・外傷性）","重要","サブカテゴリをなくし、気胸（自然・緊張性・外傷性）とまとめてはどうか（小松）","●","","","","","","","","","","","","","",""
"呼吸器系","疾患・病態","胸膜・縦隔疾患・横隔膜","","","","","Jlvnl1I","D-06-04-08-01, D-06-04-08-02, D-06-04-08-03, D-06-04-08-04,","","","","","","●","","","","","","","","","","","","","",""
"呼吸器系","疾患・病態","胸膜・縦隔疾患・横隔膜","","","","","Jlvnl1M","D-06-04-08-01, D-06-04-08-02, D-06-04-08-03, D-06-04-08-04,","","","","","","（削除）","","","","","","","","","","","","","",""
"呼吸器系","疾患・病態","胸膜・縦隔疾患・横隔膜","なし","縦隔気腫","","","Jlvnl1U","D-06-04-08-01, D-06-04-08-02, D-06-04-08-03, D-06-04-08-04,","","縦隔気腫","縦隔気腫","","","","","","","","","","","","","","","","",""
"呼吸器系","疾患・病態","胸膜・縦隔疾患・横隔膜","なし","血胸","","","Jlvnl1Y","D-06-04-08-01, D-06-04-08-02, D-06-04-08-03, D-06-04-08-04,","","血胸","血胸","","","","","","●","","","","","","","","","","",""
"呼吸器系","疾患・病態","胸膜・縦隔疾患・横隔膜","なし","乳び胸","","","Jlvnl1g","D-06-04-08-01, D-06-04-08-02, D-06-04-08-03, D-06-04-08-04,","","乳び胸","乳び胸","","","","","","","","","","","","","","","","",""
"呼吸器系","疾患・病態","胸膜・縦隔疾患・横隔膜","なし","縦隔炎","","","Jlvnl1o","D-06-04-08-01, D-06-04-08-02, D-06-04-08-03, D-06-04-08-04,","","縦隔炎","縦隔炎","","","","","","●","","","","","","","","","","",""
"呼吸器系","疾患・病態","胸膜・縦隔疾患・横隔膜","なし","胸郭変形（漏斗胸）","","","Jlvnl1s","D-06-04-08-01, D-06-04-08-02, D-06-04-08-03, D-06-04-08-04,","","胸郭変形（漏斗胸）","胸郭変形（漏斗胸）","","","","","","●","","","","","","","","","","",""
"呼吸器系","疾患・病態","胸膜・縦隔疾患・横隔膜","なし","横隔神経麻痺","","","Jlvnl10","D-06-04-08-01, D-06-04-08-02, D-06-04-08-03, D-06-04-08-04,","","横隔神経麻痺","横隔神経麻痺","","","","","","●","","","","","","","","","","",""
"呼吸器系","疾患・病態","胸膜・縦隔疾患・横隔膜","なし","横隔膜ヘルニア","","","Jlvnl14","D-06-04-08-01, D-06-04-08-02, D-06-04-08-03, D-06-04-08-04,","","横隔膜ヘルニア","横隔膜ヘルニア","","","","","","●","","","","","","","","","","",""
"呼吸器系","疾患・病態","腫瘍性疾患","なし","※腫瘍の項目を参照","","","Jlvnl2A","","","※腫瘍の項目を参照","※腫瘍の項目を参照","重複削除","","","重複あり","●","","","","","","","","","","","",""
"消化器系","疾患・病態","食道疾患","なし","食道・胃静脈瘤","●","","Jlvnl2E","D-07-04-01-01,D-07-04-01-02, D-07-04-01-03","","食道・胃静脈瘤","食道・胃静脈瘤","重要","","●","","","","","","","","","","","","","",""
"消化器系","疾患・病態","食道疾患","なし","胃食道逆流症<GERD> ","●","","Jlvnl2M","D-07-04-01-01,D-07-04-01-02, D-07-04-01-03","","胃食道逆流症<GERD> ","胃食道逆流症<GERD> ","重要","GERDのフルスペルを削除した（小松）","●","","","","","","","","","","","","","",""
"消化器系","疾患・病態","食道疾患","なし","逆流性食道炎","","","Jlvnl2U","D-07-04-01-01,D-07-04-01-02, D-07-04-01-03","","逆流性食道炎","逆流性食道炎","","","","","","","","","","","","","","","","",""
"消化器系","疾患・病態","食道疾患","なし","Mallory-Weiss 症候群","","","Jlvnl2Y","D-07-04-01-01,D-07-04-01-02, D-07-04-01-03","","Mallory-Weiss 症候群","Mallory-Weiss 症候群","","","","","","","","","","","","","","","","",""
